title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
Emotional Intelligence: Why It Can Matter More Than Iq,https://www.amazon.com/Emotional-Intelligence-Matter-More-Than/dp/055338371X/ref=sr_1_1?keywords=Emotional+Intelligence&qid=1678351906&s=books&sr=1-1,Daniel Goleman,Random House Publishing Group; 10th Anniversary edition,"September 27, 2005",352.0,,3.3,43716
We Gon' Be Alright: Notes On Race And Resegregation,https://www.amazon.com/We-Gon-Be-Alright-Resegregation/dp/0312429487/ref=sr_1_1?keywords=We+Gon%27+Be+Alright+by+Jeff+Chang&qid=1697019643&sr=8-1,Jeff Chang,Picador,"September 13, 2016",208.0,,1.9,16000
Coffee Will Make You Black: A Novel (Stevie Stevenson),https://www.amazon.com/Coffee-Will-Make-You-Black/dp/1562827960/ref=sr_1_1?keywords=Coffee+Will+Make+You+Black+by+April+Sinclair&qid=1696984577&sr=8-1,April Sinclair,Open Road Media; Reprint edition,"June 25, 2019",260.0,,4.0,48487
Freedom Walkers: The Story Of The Montgomery Bus Boycott Grades 6-8,https://www.amazon.com/Freedom-Walkers-Montgomery-Boycott-Grades/dp/0823421953/ref=sr_1_1?keywords=Freedom+Walkers+by+Russell+Freedman&qid=1697033432&sr=8-1,Russell Freedman,Holiday House; 1st edition,"January 15, 2009",112.0,10,4.5,69537
Old Filth (Old Filth Trilogy),https://www.amazon.com/Old-Filth-Trilogy/dp/1933372133/ref=sr_1_1?keywords=Old+Filth+by+Jane+Gardam&qid=1696964557&sr=8-1,Jane Gardam,Europa Editions; First Edition,"June 1, 2006",289.0,,3.8,2827
Rise Of The Robots: Technology And The Threat Of A Jobless Future,https://www.amazon.com/Rise-Robots-Technology-Threat-Jobless/dp/0465097537/ref=sr_1_1?keywords=Rise+of+the+Robots+by+Martin+Ford&qid=1696973967&sr=8-1,Martin Ford,Basic Books; Reprint edition,"Illustrated, July 12, 2016",368.0,,2.2,91018
Terence - Phormio (The Scheming Parasite),https://www.amazon.com/Terence-Phormio-Scheming-Parasite/dp/1787806510/ref=sr_1_2?keywords=Phormio+by+Terence&qid=1697057046&sr=8-2,Terence,Stage Door,"July 11, 2019",85.0,,4.5,45781
Jonah'S Gourd Vine: A Novel,https://www.amazon.com/Jonahs-Gourd-Vine-Neale-Hurston/dp/0061350192/ref=sr_1_1?keywords=Jonah%27s+Gourd+Vine+by+Zora+Neale+Hurston&qid=1697007331&sr=8-1,Zora Neale Hurston,Amistad,"January 8, 2008",288.0,,2.9,32562
Radiance Of Tomorrow: A Novel,https://www.amazon.com/Radiance-Tomorrow-Novel-Ishmael-Beah/dp/0374535035/ref=sr_1_1?keywords=Radiance+of+Tomorrow+by+Ishmael+Beah&qid=1697018351&sr=8-1,Ishmael Beah,Sarah Crichton Books; Reprint edition,"January 6, 2015",272.0,,2.7,8373
"I Beat The Odds: From Homelessness, To The Blind Side, And Beyond",https://www.amazon.com/Beat-Odds-Homelessness-Blind-Beyond/dp/1592406386/ref=sr_1_1?keywords=I+Beat+the+Odds+by+Michael+Oher&qid=1697037866&sr=8-1,Michael Oher,Avery; Reprint edition,"February 7, 2012",288.0,,4.3,88258
As Simple As Snow,https://www.amazon.com/As-Simple-Snow-Gregory-Galloway-ebook/dp/B001QL5MHS/ref=sr_1_1?crid=8S8M0TE1RMZM&keywords=As+Simple+As+Snow_Galloway&qid=1681983731&s=instant-video&sprefix=as+simple+as+snow_galloway%2Cinstant-video%2C506&sr=1-1,Gregory Galloway,Berkley; Reprint edition,"March 7, 2006",308.0,,4.3,11153
The Sleepwalkers: How Europe Went To War In 1914,https://www.amazon.com/Sleepwalkers-How-Europe-Went-1914/dp/0061146668/ref=sr_1_1?keywords=The+Sleepwalkers+by+Christopher+Clark&qid=1696975291&sr=8-1,Christopher Clark,Harper Perennial; Reprint edition,"March 18, 2014",736.0,,2.2,7931
The Runaway Jury: A Novel,https://www.amazon.com/Runaway-Jury-Novel-John-Grisham/dp/0345531949/ref=sr_1_1?keywords=The+Runaway+Jury+by+John+Grisham&qid=1697018262&sr=8-1,John Grisham,Anchor,"April 25, 2006",464.0,,2.3,7981
You: A Novel (1) (The You Series),https://www.amazon.com/You-Novel-Caroline-Kepnes/dp/1501195433/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1671490886&sr=8-1,Caroline Kepnes,Atria/Emily Bestler Books; Media Tie-In edition,"August 28, 2018",464.0,,3.6,38435
The Green Glass Sea (The Gordon Family Saga),https://www.amazon.com/Green-Glass-Gordon-Family-Saga/dp/0142411493/ref=sr_1_1?keywords=The+Green+Glass+Sea+by+Ellen+Klages&qid=1697002272&sr=8-1,Ellen Klages,Puffin Books; Reprint edition,"May 1, 2008",368.0,8,5.0,35223
Laughing At My Nightmare,https://www.amazon.com/Laughing-at-Nightmare-Shane-Burcaw/dp/125008010X/ref=sr_1_1?keywords=Laughing+At+My+Nightmare+by+Shane+Burcaw&qid=1697042058&sr=8-1,Shane Burcaw,Square Fish; Reprint edition,"Illustrated, May 10, 2016",272.0,14,1.1,86092
"Crucible Of Souls, A (Sorcery Ascendant, 1)",https://www.amazon.com/Crucible-Souls-Sorcery-Ascendant-Sequence/dp/0062407244/ref=sr_1_1?keywords=A+Crucible+of+Souls+by+Mitchell+Hogan&qid=1697017560&sr=8-1,Mitchell Hogan,Harper Voyager,"September 22, 2015",512.0,,1.5,17310
Upside Down In The Middle Of Nowhere,https://www.amazon.com/Upside-Middle-Nowhere-Julie-Lamana/dp/1452128804/ref=sr_1_1?keywords=Upside+Down+in+the+Middle+of+Nowhere+by+Julie+T.+Lamana&qid=1696961271&sr=8-1,Julie T. Lamana,Chronicle Books; Reprint edition,"July 21, 2015",328.0,9,1.9,18750
"The Water Will Come: Rising Seas, Sinking Cities, And The Remaking Of The Civilized World",https://www.amazon.com/Water-Will-Come-Remaking-Civilized/dp/0316260207/ref=sr_1_1?keywords=The+Water+Will+Come+by+Jeff+Goodell&qid=1697018441&sr=8-1,Jeff Goodell,Back Bay Books; Reprint edition,"August 7, 2018",352.0,,4.0,62530
"What This Cruel War Was Over: Soldiers, Slavery, And The Civil War",https://www.amazon.com/What-This-Cruel-War-Over/dp/0307277321/ref=sr_1_1?keywords=What+This+Cruel+War+Was+Over+by+Chandra+Manning&qid=1696981065&sr=8-1,Chandra Manning,Vintage; Reprint edition,"Illustrated, March 11, 2008",350.0,,2.5,58083
My Life On The Road,https://www.amazon.com/My-Life-on-the-Road/dp/1863958983/ref=sr_1_1?keywords=My+Life+on+the+Road+by+Gloria+Steinem&qid=1697007752&sr=8-1,Gloria Steinem,Oneworld Publications; 1st edition,"September 1, 2016",352.0,,4.5,98304
Adam Smith: An Enlightened Life (The Lewis Walpole Series In Eighteenth-Century Culture And History),https://www.amazon.com/Adam-Smith-Enlightened-Walpole-Eighteenth-Century/dp/0300177674/ref=sr_1_1?keywords=Adam+Smith+by+Nicholas+Phillipson&qid=1696980094&sr=8-1,Nicholas Phillipson,Yale University Press,"January 10, 2012",384.0,,3.5,58279
Bridget Jones'S Diary,https://www.amazon.com/Bridget-Joness-Diary-Helen-Fielding/dp/1447288939/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1681079991&sr=1-1,Helen Fielding,Picador; New edition,"November 16, 2014",310.0,,4.3,59047
Leaving The Atocha Station,https://www.amazon.com/Leaving-Atocha-Station-Ben-Lerner/dp/1566892740/ref=sr_1_1?keywords=Leaving+the+Atocha+Station+by+Ben+Lerner&qid=1696976224&sr=8-1,Ben Lerner,Coffee House Press; Second Printing edition,"August 23, 2011",186.0,,1.7,37845
The Rock And The River (Coretta Scott King - John Steptoe Award For New Talent),https://www.amazon.com/Rock-River-Coretta-Scott-King/dp/1416978038/ref=sr_1_1?keywords=The+Rock+and+The+River+by+Kekla+Magoon&qid=1697050464&sr=8-1,Kekla Magoon,Aladdin; Reprint edition,"April 6, 2010",304.0,9,2.1,25685
Annie And The Old One (Newbery Honor Book),https://www.amazon.com/Annie-Old-One-Miska-Miles/dp/0316571202/ref=sr_1_1?keywords=Annie+and+the+Old+One+by+Miska+Miles&qid=1697021878&sr=8-1,Miska Miles,"Little, Brown Books for Young Readers; Illustrated edition","Picture Book, May 30, 1985",44.0,4,2.0,43408
Bottle Factory Outing,https://www.amazon.com/Bottle-Factory-Outing-Beryl-Bainbridge/dp/0349123713/ref=sr_1_1?keywords=The+Bottle+Factory+Outing+by+Beryl+Bainbridge&qid=1697015374&sr=8-1,Beryl Bainbridge,Orbit & Abacus; 1st Edition Thus.,"January 1, 2001",200.0,,2.7,76538
If The Oceans Were Ink: An Unlikely Friendship And A Journey To The Heart Of The Quran,https://www.amazon.com/If-Oceans-Were-Ink-Friendship/dp/0805098194/ref=sr_1_1?keywords=If+the+Oceans+Were+Ink+by+Carla+Power&qid=1697048635&sr=8-1,Carla Power,Holt Paperbacks; First Edition,"April 7, 2015",352.0,,4.6,19797
The Girl Who Loved Tom Gordon: A Novel,https://www.amazon.com/Girl-Who-Loved-Tom-Gordon/dp/1501157515/ref=sr_1_1?keywords=The+Girl+Who+Loved+Tom+Gordon+by+Stephen+King&qid=1697014583&sr=8-1,Stephen King,Gallery Books; Reprint edition,"May 15, 2018",272.0,,3.0,42432
"A Dog Named Christmas By Kincaid, Greg [Doubleday Religion,2008] (Hardcover)",https://www.amazon.com/Christmas-Kincaid-Doubleday-Religion-Hardcover/dp/B00DWWGLEC/ref=sr_1_1?keywords=A+Dog+Named+Christmas+by+Greg+Kincaid&qid=1697007129&sr=8-1,Aa,"Doubleday,2008; 53099th edition","January 1, 1994",0.0,,1.7,16093
Birthmarked,https://www.amazon.com/Birthmarked-Caragh-M-OBrien/dp/0312674724/ref=sr_1_1?keywords=Birthmarked+by+Caragh+M.+O%27Brien&qid=1696986434&sr=8-1,Caragh M. O'Brien,Square Fish; Illustrated edition,"January 1, 2011",384.0,12,3.0,37903
Last Sacrifice,https://www.amazon.com/Last-Sacrifice-Richelle-Mead/dp/1595144404/ref=sr_1_1?keywords=Last+Sacrifice+by+Richelle+Mead&qid=1696980413&sr=8-1,Richelle Mead,Razorbill,"November 14, 2011",608.0,12,1.7,3818
"Free At Last, The Life Of Frederick Douglass",https://www.amazon.com/Free-Last-Life-Frederick-Douglass/dp/039606308X/ref=sr_1_3?crid=F8Z634RPSE20&keywords=frederick+douglass+bontemps&qid=1682779494&s=instant-video&sprefix=frederick+douglass_bontemps%2Cinstant-video%2C560&sr=1-3,Arna Bontemps,"Dodd, Mead","January 1, 1971",0.0,,4.9,29321
The Curse Of Capistrano (The Mark Of Zorro): Classic Literature,https://www.amazon.com/Curse-Capistrano-Mark-Zorro-ebook/dp/B0050G0WKC/ref=sr_1_1?crid=16TC9L7VVJDB7&keywords=The+Curse+of+Capistrano_McCulley&qid=1682095037&s=instant-video&sprefix=the+curse+of+capistrano_mcculley%2Cinstant-video%2C575&sr=1-1,Johnston Mcculley,CreateSpace Independent Publishing Platform,"July 23, 1919",200.0,,1.1,12749
Heroes,https://www.amazon.com/Heroes-Robert-Cormier/dp/0440227690/ref=sr_1_1?keywords=Heroes+by+Robert+Cormier&qid=1697048100&sr=8-1,Robert Cormier Robert Cormier,Penguin Books Ltd; Reprint edition,"January 1, 1999",,,2.8,82314
The Keepers Of The House: Pulitzer Prize Winner,https://www.amazon.com/Keepers-House-Shirley-Ann-Grau/dp/1400030749/ref=sr_1_1?keywords=The+Keepers+of+the+House+by+Shirley+Ann+Grau&qid=1697045392&sr=8-1,Shirley Ann Grau,Vintage; Reprint edition,"November 11, 2003",320.0,,4.3,94427
Out Of Bounds: Seven Stories Of Conflict And Hope,https://www.amazon.com/Out-Bounds-Seven-Stories-Conflict/dp/0060508019/ref=sr_1_1?keywords=Out+of+Bounds+by+Beverley+Naidoo&qid=1697002304&sr=8-1,Beverley Naidoo,HarperCollins; Reprint edition,"June 17, 2008",208.0,8,2.4,70047
"Slavery And Social Death: A Comparative Study, With A New Preface",https://www.amazon.com/Slavery-Social-Death-Comparative-Preface/dp/0674986903/ref=sr_1_1?keywords=Slavery+and+Social+Death+by+Orlando+Patterson&qid=1697082317&sr=8-1,Orlando Patterson,Harvard University Press; 2nd edition,"October 15, 2018",560.0,,1.5,60180
Hope Is The Thing With Feathers: A Personal Chronicle Of Vanished Birds,https://www.amazon.com/Hope-Thing-Feathers-Personal-Chronicle/dp/1585427225/ref=sr_1_1?keywords=Hope+Is+The+Thing+With+Feathers+by+Christopher+Cokinos&qid=1697042701&sr=8-1,Christopher Cokinos,TarcherPerigee; Reprint edition,"May 14, 2009",384.0,,4.9,17329
The Strange Career Of William Ellis: The Texas Slave Who Became A Mexican Millionaire,https://www.amazon.com/Strange-Career-William-Ellis-Millionaire-ebook/dp/B016E0ROLC/ref=sr_1_1?crid=19LZIIWMRXLOP&keywords=The+Strange+Career+of+William+Ellis_Jacoby&qid=1682053870&sprefix=the+strange+career+of+william+elli%2Caps%2C564&sr=8-1,Karl Jacoby,W. W. Norton & Company; Reprint edition,"Illustrated, June 6, 2017",352.0,,2.5,62705
"Wicked Lovely (Wicked Lovely, 1)",https://www.amazon.com/Wicked-Lovely-Melissa-Marr/dp/0061214671/ref=sr_1_1?keywords=Wicked+Lovely+by+Melissa+Marr&qid=1697029062&sr=8-1,Melissa Marr,HarperCollins; Reprint edition,"April 29, 2008",352.0,13,1.5,66033
Man'S Fate,https://www.amazon.com/Mans-Fate-Andre-Malraux/dp/B002B1R6N0/ref=sr_1_2?keywords=Man%27s+Fate+by+Andre+Malraux&qid=1697052557&sr=8-2,André Malraux,Penguin Books,"January 1, 2009",368.0,,4.3,5970
Seveneves,https://www.amazon.com/Seveneves-Neal-Stephenson/dp/0062334514/ref=sr_1_1?keywords=Seveneves&qid=1685254357&s=books&sr=1-1,Neal Stephenson,William Morrow Paperbacks; Reprint edition,"Illustrated, May 17, 2016",880.0,,3.5,57080
See You In The Cosmos,https://www.amazon.com/See-You-Cosmos-Jack-Cheng/dp/0399186387/ref=sr_1_1?keywords=See+You+in+the+Cosmos+by+Jack+Cheng&qid=1697002548&sr=8-1,Jack Cheng,Puffin Books; Reprint edition,"May 15, 2018",320.0,10,3.7,16490
"Van Alen Legacy, The (Blue Bloods)",https://www.amazon.com/Alen-Legacy-Blue-Bloods-Novel/dp/1368094171/ref=sr_1_1?keywords=The+Van+Alen+Legacy+by+Melissa+de+la+Cruz&qid=1696972821&sr=8-1,Melissa De La Cruz,Disney Hyperion,"May 2, 2023",400.0,12,4.3,97190
The Eyre Affair: A Thursday Next Novel,https://www.amazon.com/Eyre-Affair-Thursday-Next-Novel/dp/0142001805/ref=sr_1_1?keywords=The+Eyre+Affair+by+Jasper+Fforde&qid=1697062609&sr=8-1,Jasper Fforde,Penguin Books,"February 25, 2003",400.0,18,3.3,90290
A Friend Of The Earth,https://www.amazon.com/Friend-Earth-T-C-Boyle/dp/0141002050/ref=sr_1_1?keywords=A+Friend+of+the+Earth+by+T.+C.+Boyle&qid=1697023417&sr=8-1,T.C. Boyle,Penguin Books; 60595th edition,"September 1, 2001",349.0,18,1.4,46277
Gargoyle,https://www.amazon.com/Gargoyle-Andrew-Davidson/dp/3833306688/ref=sr_1_3?keywords=The+Gargoyle+by+Andrew+Davidson&qid=1697022363&sr=8-3,Andrew Davidson,Berliner Taschenbuch Verl,"August 21, 2010",,,1.0,60215
The Dead And The Gone,https://www.amazon.com/Dead-Gone-Susan-Beth-Pfeffer/dp/0547258550/ref=sr_1_1?keywords=The+Dead+and+the+Gone+by+Susan+Beth+Pfeffer&qid=1697005605&sr=8-1,Susan Beth Pfeffer,Graphia Books; First Edition,"Illustrated, January 18, 2010",336.0,11,2.9,73657
"The Naturals (The Naturals, 1)",https://www.amazon.com/Naturals-1-Jennifer-Lynn-Barnes/dp/0316540625/ref=sr_1_1?keywords=The+Naturals+by+Jennifer+Lynn+Barnes&qid=1696977511&sr=8-1,Jennifer Lynn Barnes,"Little, Brown Books for Young Readers; New edition","May 2, 2023",352.0,13+,4.9,22426
The House On The Strand,https://www.amazon.com/House-Strand-Daphne-Du-Maurier/dp/1844080420/ref=sr_1_1?keywords=The+House+on+the+Strand+by+Daphne+du+Maurier&qid=1697020711&sr=8-1,Daphne Du Maurier,Time Warner Books Uk,"May 1, 2003",,,3.9,30328
It Began In Babel - Paperback Book,https://www.amazon.com/Books-Taming-Queen-Wideacre-Boleyn/dp/0018030300/ref=sr_1_3?crid=1YWK0YP116VHO&keywords=The+Taming+of+the+Queen_Gregory&qid=1682329609&s=instant-video&sprefix=the+taming+of+the+queen_gregory%2Cinstant-video%2C598&sr=1-3,Philipopa Gregory,Variety,"January 1, 2003",0.0,,3.5,14125
We Are The Ants,https://www.amazon.com/Are-Ants-Shaun-David-Hutchinson/dp/1481449648/ref=sr_1_1?keywords=We+Are+the+Ants+by+Shaun+David+Hutchinson&qid=1697003142&sr=8-1,Shaun David Hutchinson,S&S Books for Young Readers; Reprint edition,"May 16, 2017",480.0,14,2.7,11487
Keeping You A Secret,https://www.amazon.com/Keeping-Secret-Julie-Anne-Peters/dp/0316009857/ref=sr_1_1?keywords=Keeping+You+A+Secret+by+Julie+Anne+Peters&qid=1696983129&sr=8-1,Julie Anne Peters,"Little, Brown; Reprint edition","May 4, 2005",266.0,15,3.0,25118
"Forgive Me, Leonard Peacock",https://www.amazon.com/Forgive-Leonard-Peacock-Matthew-Quick/dp/031622135X/ref=sr_1_1?keywords=Forgive+Me%2C+Leonard+Peacock+by+Matthew+Quick&qid=1696988666&sr=8-1,Matthew Quick,"Little, Brown Books for Young Readers; Reprint edition","July 1, 2014",304.0,15,4.2,9596
Uncle Tungsten: Memories Of A Chemical Boyhood,https://www.amazon.com/Uncle-Tungsten-Memories-Chemical-Boyhood/dp/0375704043/ref=sr_1_1?keywords=Uncle+Tungsten+by+Oliver+Sacks&qid=1696961298&sr=8-1,Oliver Sacks,Vintage; Reprint edition,"September 17, 2002",352.0,,4.1,511
Santa Evita,https://www.amazon.com/Santa-Evita-Tomas-Eloy-Martinez/dp/0679768149/ref=sr_1_1?keywords=Santa+Evita+by+Tom%C3%A1s+Eloy+Mart%C3%ADnez&qid=1697033375&sr=8-1,Tomas Eloy Martinez,Vintage; Reprint edition,"July 29, 1997",384.0,,1.9,66968
The Woman Who Walked Into Doors: A Novel (A Paula Spencer Novel),https://www.amazon.com/Woman-Who-Walked-into-Doors/dp/0140255125/ref=sr_1_1?keywords=The+Woman+Who+Walked+Into+Doors+by+Roddy+Doyle&qid=1697043542&sr=8-1,Roddy Doyle,Viking; later printing edition,"January 1, 1997",240.0,18,2.2,41284
The House Of Blue Leaves,https://www.amazon.com/House-Blue-Leaves-John-Guare/dp/0573610282/ref=sr_1_1?keywords=The+House+of+Blue+Leaves+by+John+Guare&qid=1697046806&sr=8-1,John Guare,"Samuel French, Inc.; Illustrated edition","April 11, 2011",82.0,,3.4,15323
A Handful Of Dust,https://www.amazon.com/Handful-Dust-Evelyn-Waugh/dp/0316216267/ref=sr_1_1?keywords=A+Handful+of+Dust+by+Evelyn+Waugh&qid=1697053489&sr=8-1,Evelyn Waugh,Back Bay Books; Reprint edition,"December 11, 2012",308.0,,3.8,8805
Ghost Hawk,https://www.amazon.com/Ghost-Hawk-Susan-Cooper/dp/1442481420/ref=sr_1_1?keywords=Ghost+Hawk+by+Susan+Cooper&qid=1697006469&sr=8-1,Susan Cooper,Margaret K. McElderry Books; Reprint edition,"August 26, 2014",352.0,10,2.5,64015
"La Regenta, I (Letras Hispanicas / Hispanic Writings) (Spanish Edition)",https://www.amazon.com/COLECCION-HISPANICAS-Hispanicas-Hispanic-Writings/dp/8437604540/ref=sr_1_14?keywords=La+Regenta+by+Leopoldo+Alas&qid=1697035919&sr=8-14,Leopoldo Alas «Clarín»,Ediciones Cátedra; edición,"September 15, 2004",776.0,,1.0,59351
Secret Daughter: A Novel,https://www.amazon.com/Secret-Daughter-Shilpi-Somaya-Gowda/dp/0061928356/ref=sr_1_1?keywords=Secret+Daughter+by+Shilpi+Somaya+Gowda&qid=1697027392&sr=8-1,Shilpi Somaya Gowda,William Morrow Paperbacks; Reprint edition,"April 5, 2011",368.0,,4.2,50996
A World In Disarray: American Foreign Policy And The Crisis Of The Old Order,https://www.amazon.com/World-Disarray-American-Foreign-Policy/dp/0399562389/ref=sr_1_1?keywords=A+World+in+Disarray+by+Richard+Haass&qid=1696984748&sr=8-1,Richard Haass,Penguin Books; Reprint edition,"January 2, 2018",368.0,,1.6,33127
Acceleration,https://www.amazon.com/Acceleration-Graham-McNamee/dp/0307975959/ref=sr_1_1?keywords=Acceleration+by+Graham+McNamee&qid=1697009428&sr=8-1,Graham Mcnamee,Ember; Reprint edition,"September 11, 2012",240.0,12,4.1,23606
The Stranger,https://www.amazon.com/Stranger-Albert-Camus/dp/0679720200/ref=sr_1_1?keywords=The+Stranger+by+Albert+Camus&qid=1697471327&sr=8-1,Albert Camus,Vintage,"March 13, 1989",123.0,,2.4,73942
Skipping Christmas: A Novel,https://www.amazon.com/Skipping-Christmas-Novel-John-Grisham/dp/0440422965/ref=sr_1_1?keywords=Skipping+Christmas+by+John+Grisham&qid=1697047470&sr=8-1,John Grisham,Anchor; Reprint edition,"October 26, 2010",256.0,,4.9,24417
The Rise Of Theodore Roosevelt (Modern Library (Paperback)),https://www.amazon.com/Theodore-Roosevelt-Modern-Library-Paperback/dp/0375756787/ref=sr_1_1?keywords=The+Rise+of+Theodore+Roosevelt+by+Edmund+Morris&qid=1697049418&sr=8-1,Edmund Morris,Random House Trade Paperbacks; Reprint edition,"November 1, 2001",920.0,,2.9,19436
Point Blank (Alex Rider Adventure),https://www.amazon.com/Point-Blank-Alex-Rider-Adventure/dp/0142406120/ref=sr_1_1?keywords=Point+Blank+by+Anthony+Horowitz&qid=1697015610&sr=8-1,Anthony Horowitz,Puffin Books; Alex Rider Adventure edition,"February 16, 2006",320.0,10,4.5,97201
When It Happens,https://www.amazon.com/When-Happens-Susane-Colasanti/dp/0142411558/ref=sr_1_1?keywords=when+it+happens+by+susan+colasanti&qid=1697002450&sr=8-1,Susane Colasanti,Speak; Reprint edition,"May 1, 2008",336.0,12,5.0,5486
Looking For Alibrandi,https://www.amazon.com/Looking-Alibrandi-Melina-Marchetta/dp/0375836942/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1679586564&sr=8-1,Melina Marchetta,Knopf Books for Young Readers,"May 9, 2006",320.0,12,3.6,82069
The Book Of Joy: Lasting Happiness In A Changing World,https://www.amazon.com/Book-Joy-Lasting-Happiness-Changing-ebook/dp/B01CZCW34Q/ref=sr_1_1?crid=2AVYA5U6NJ9ON&keywords=the+book+of+joy+desmond+tutu&qid=1682694810&s=digital-text&sprefix=the+book+of+joy_desmond+tutu%2Cdigital-text%2C519&sr=1-1,"Dalai Lama, Desmond Tutu",Random House Large Print; Large type / Large print edition,"Large Print, September 20, 2016",544.0,1,2.5,22495
I Will Marry When I Want (African Writers Series),https://www.amazon.com/Will-Marry-When-African-Writers/dp/0435902466/ref=sr_1_1?crid=18IMDJP9Z3U9Q&keywords=I+Will+Marry+When+I+Want_Thiong%27o&qid=1681899697&s=instant-video&sprefix=i+will+marry+when+i+want_thiong%27o%2Cinstant-video%2C561&sr=1-1,Ngugi Wa Thiong'O,Heinemann; 1st edition,"January 1, 1982",128.0,,3.1,56855
Sweetness In The Belly,https://www.amazon.com/Sweetness-Belly-Camilla-Gibb-ebook/dp/B000SEGOE4/ref=sr_1_1?crid=38IZ1N3C19S1G&keywords=Sweetness+in+the+Belly_Gibb&qid=1682649038&s=instant-video&sprefix=sweetness+in+the+belly_gibb%2Cinstant-video%2C509&sr=1-1,Camilla Gibb,Penguin; Reprint edition,"March 27, 2007",368.0,,4.1,30029
Scarlet,https://www.amazon.com/Scarlet-C-Gaughen/dp/0802734243/ref=sr_1_1?keywords=Scarlet+by+A.+C.+Gaughen&qid=1697016254&sr=8-1,A. C. Gaughen,Bloomsbury Press; Reprint edition,"February 26, 2013",304.0,12,3.0,21744
"Natchez Burning: A Novel (Penn Cage, 4)",https://www.amazon.com/Natchez-Burning-Novel-Penn-Novels/dp/0062311093/ref=sr_1_1?keywords=Natchez+Burning+by+Greg+Iles&qid=1697002643&sr=8-1,Greg Iles,William Morrow Paperbacks; Reprint edition,"August 4, 2015",816.0,,1.5,80236
Squirrel Seeks Chipmunk: A Modest Bestiary,https://www.amazon.com/Squirrel-Seeks-Chipmunk-Modest-Bestiary/dp/0316038407/ref=sr_1_1?keywords=Squirrel+Seeks+Chipmunk+by+David+Sedaris&qid=1697004594&sr=8-1,David Sedaris,Back Bay Books; Reprint edition,"Illustrated, October 4, 2011",192.0,,4.4,24568
If I Was Your Girl,https://www.amazon.com/If-I-Was-Your-Girl/dp/1250078415/ref=sr_1_1?keywords=If+I+Was+Your+Girl+by+Meredith+Russo&qid=1696985020&sr=8-1,Meredith Russo,Flatiron Books; Reprint edition,"June 26, 2018",320.0,13,2.0,77574
"Seeking Allah, Finding Jesus: A Devout Muslim Encounters Christianity",https://www.amazon.com/Seeking-Allah-Finding-Jesus-Christianity/dp/0310515025/ref=sr_1_3?keywords=Seeking+Allah%2C+Finding+Jesus+by+Nabeel+Qureshi&qid=1696990075&sr=8-3,Nabeel Qureshi,Zondervan,"February 11, 2014",304.0,,1.9,3681
House Of Stairs,https://www.amazon.com/House-Stairs-William-Sleator/dp/0140345809/ref=sr_1_1?keywords=House+of+Stairs+by+William+Sleator&qid=1696987440&sr=8-1,William Sleator,E. P. Dutton & Co. Inc; Second Printing edition,"January 1, 1974",0.0,,3.4,45771
Aesop'S Fables,https://www.amazon.com/Aesops-Fables-Aesop/dp/B08LNLC278/ref=sr_1_5?keywords=Aesop%27s+Fables+by+Aesop&qid=1696983556&sr=8-5,Aesop,Independently published,"October 22, 2020",104.0,3,3.2,82528
The Couple Next Door: A Novel,https://www.amazon.com/Couple-Next-Door-Novel/dp/0525505318/ref=sr_1_1?keywords=The+Couple+Next+Door+by+Shari+Lapena&qid=1697005273&sr=8-1,Shari Lapena,Penguin Books; Reprint edition,"May 30, 2017",336.0,,2.5,21714
Where The Jackals Howl,https://www.amazon.com/Where-Jackals-Howl-Other-Stories-ebook/dp/B005OC2ANO/ref=sr_1_1?crid=F7B9QK35LK0Q&keywords=Where+the+Jackals+Howl_Klausner&qid=1682290835&sprefix=where+the+jackals+howl_klausner%2Caps%2C549&sr=8-1,Amos Oz,HarperVia; Reissue edition,"August 21, 2012",240.0,,3.9,33944
White Mughals: Love And Betrayal In Eighteenth-Century India,https://www.amazon.com/White-Mughals-Betrayal-Eighteenth-Century-India/dp/014200412X/ref=sr_1_1?keywords=White+Mughals+by+William+Dalrymple&qid=1697016957&sr=8-1,William Dalrymple,Penguin Books; Reprint edition,"April 27, 2004",544.0,,3.7,67854
The Courage To Be Disliked (Malayalam Edition),https://www.amazon.com/Courage-be-Disliked-Malayalam/dp/9355432224/ref=sr_1_3?keywords=The+Courage+to+Be+Disliked+by+Ichiro+Kishimi&qid=1697034531&sr=8-3,Ichiro Kishimi,Manjul Publishing House Pvt Ltd,"June 21, 2023",304.0,,1.1,36002
One Good Dog: A Novel,https://www.amazon.com/One-Good-Dog-Susan-Wilson/dp/1250245834/ref=sr_1_1?keywords=One+Good+Dog+by+Susan+Wilson&qid=1697045040&sr=8-1,Susan Wilson,St. Martin's Griffin,"April 16, 2019",336.0,,1.8,30134
The Bone Clocks: A Novel,https://www.amazon.com/Bone-Clocks-Novel-David-Mitchell/dp/0812976827/ref=sr_1_1?keywords=The+Bone+Clocks&qid=1678444794&s=books&sr=1-1,David Mitchell,Random House Trade Paperbacks; Reprint edition,"June 16, 2015",656.0,,1.6,64291
