title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
The Bean Trees: A Novel,https://www.amazon.com/Bean-Trees-Novel-Barbara-Kingsolver/dp/0061097314/ref=sr_1_1?keywords=The+Bean+Trees+by+Barbara+Kingsolver&qid=1696999583&sr=8-1,Barbara Kingsolver,Harper Perennial Modern Classics; Reprint edition,"Deckle Edge, May 19, 2009",256.0,,2.1,38871
The Inhabited Woman (The Americas),https://www.amazon.com/Inhabited-Woman-AMERICAS-Gioconda-Belli/dp/029920684X/ref=sr_1_1?keywords=The+Inhabited+Woman+by+Gioconda+Belli&qid=1697470618&sr=8-1,"Gioconda Belli, Kathleen March",University of Wisconsin Press,"December 8, 2004",414.0,,1.9,79780
My Grandfather Would Have Shot Me: A Black Woman Discovers Her Family'S Nazi Past,https://www.amazon.com/Grandfather-Would-Have-Shot-Discovers/dp/1615193081/ref=sr_1_1?keywords=My+Grandfather+Would+Have+Shot+Me+by+Jennifer+Teege&qid=1697057251&sr=8-1,"Jennifer Teege, Nikola Sellmair",The Experiment; Reprint edition,"April 5, 2016",240.0,,4.4,33699
Just For Me: My Ramona Quimby Journal,https://www.amazon.com/Just-Me-Ramona-Quimby-Journal/dp/0062230492/ref=sr_1_14?crid=2K970TCQOIRFZ&keywords=Ramona+Beverly+Cleary&qid=1666848079&qu=eyJxc2MiOiIzLjMyIiwicXNhIjoiMi40OSIsInFzcCI6IjIuMjIifQ%3D%3D&sprefix=ramona+beverly+cleary%2Caps%2C393&sr=8-14,"Beverly Cleary, Jacqueline Rogers",HarperCollins; Illustrated edition,"Illustrated, March 19, 2013",144.0,8,3.0,93127
Candor,https://www.amazon.com/Candor-Pam-Bachorz/dp/1606840126/ref=sr_1_1?keywords=Candor+by+Pam+Bachorz&qid=1697030967&sr=8-1,Pam Bachorz,EgmontUSA; Reprint edition,"December 14, 2010",272.0,12,1.3,21056
Weeping Under This Same Moon,https://www.amazon.com/Weeping-Under-This-Same-Moon/dp/0981491006/ref=sr_1_1?keywords=Weeping+Under+This+Same+Moon+by+Jana+Laiz&qid=1697016020&sr=8-1,Jana Laiz,Crow Flies Press; Trade Paper edition,"May 31, 2008",271.0,13,4.0,36577
'A New England Nun' And Other Stories,https://www.amazon.com/New-England-Nun-Other-Stories/dp/1537485385/ref=sr_1_2?keywords=A+New+England+Nun+and+Other+Stories+by+Mary+Eleanor+Wilkins+Freeman&qid=1697028985&sr=8-2,Mary Eleanor Wilkins Freeman,CreateSpace Independent Publishing Platform,"September 8, 2016",320.0,,2.0,48671
Angela Davis: An Autobiography,https://www.amazon.com/Angela-Davis-Autobiography-Y/dp/0717806677/ref=sr_1_5?keywords=Angela+Davis+by+Angela+Y.+Davis&qid=1697058297&sr=8-5,Angela Y. Davis,International Publishers Co; Later Printing edition,"November 4, 2013",416.0,,4.4,56976
Reminiscences Of A Stock Operator,https://www.amazon.com/Reminiscences-Stock-Operator-Edwin-Lef%C3%A8vre/dp/0471770884/ref=sr_1_1?keywords=Reminiscences+of+a+Stock+Operator+by+Edwin+Lefevre&qid=1696997655&sr=8-1,Edwin  Lefèvre,Wiley; Revised edition,"January 17, 2006",288.0,,1.1,46092
Flawed Dogs: The Novel: The Shocking Raid On Westminster,https://www.amazon.com/Flawed-Dogs-Novel-Shocking-Westminster/dp/0425289516/ref=sr_1_1?keywords=Flawed+Dogs+by+Berkeley+Breathed&qid=1697046295&sr=8-1,Berkeley Breathed,Puffin Books; Reprint edition,"March 7, 2017",240.0,3,1.1,12255
The Gift Of The Magi/ Mammon And The Archer (Tale Blazers),https://www.amazon.com/Mammon-Archer-Henry-ebook/dp/B0B8NWJ1B7/ref=sr_1_2?crid=E2ODX3ZGLDST&keywords=Mammon+and+the+Archer_Henry&qid=1682271329&s=instant-video&sprefix=mammon+and+the+archer_henry%2Cinstant-video%2C495&sr=1-2,O. Henry,,,42.0,,2.1,81180
Emperor Of The Air,https://www.amazon.com/Emperor-Air-Ethan-Canin/dp/0618004149/ref=sr_1_1?keywords=Emperor+of+the+Air+by+Ethan+Canin&qid=1697003982&sr=8-1,Ethan Canin,Mariner Books; First Edition,"September 1, 1999",192.0,,1.9,72204
The Blue Sword (Newbery Honor Roll),https://www.amazon.com/The-Blue-Sword-Robin-McKinley-audiobook/dp/B00B01DE9M/ref=sr_1_1?crid=2ISHX6C8FJFOP&keywords=The+Blue+Sword+Robin+McKinley&qid=1666711950&qu=eyJxc2MiOiIxLjM4IiwicXNhIjoiMS41MiIsInFzcCI6IjAuOTIifQ%3D%3D&sprefix=the+blue+sword+robin+mckinley%2Caps%2C491&sr=8-1,Robin Mckinley,Viking Books for Young Readers; Newbery Honor Roll edition,"October 1, 2000",272.0,10,2.6,7699
The Girl From Everywhere,https://www.amazon.com/Girl-Everywhere-Heidi-Heilig/dp/0062380761/ref=sr_1_1?keywords=The+Girl+From+Everywhere+by+Heidi+Heilig&qid=1696982601&sr=8-1,Heidi Heilig,Greenwillow Books; Reprint edition,"February 7, 2017",480.0,13,2.0,38316
[(Who Killed My Daughter?)] [By: Lois Duncan],https://www.amazon.com/Who-Killed-My-Daughter-Daughters/dp/0440213428/ref=sr_1_1?keywords=Who+Killed+My+Daughter+by+Lois+Duncan&qid=1697057635&sr=8-1,Lois Duncan,,,0.0,,3.3,11246
Daughter Of Persia: A Woman'S Journey From Her Father'S Harem Through The Islamic Revolution,https://www.amazon.com/Daughter-Persia-Journey-Fathers-Revolution/dp/0307339742/ref=sr_1_2?keywords=Daughter+of+Persia+by+Sattareh+Farmanfarmaian&qid=1697025474&sr=8-2,Sattareh Farman Farmaian,Crown; NO-VALUE edition,"June 27, 2006",432.0,,1.2,47703
Study Guide: Emergency By Denis Johnson (Supersummary),https://www.amazon.com/Study-Guide-Emergency-Johnson-SuperSummary-ebook/dp/B09NMHYCPL/ref=sr_1_1?crid=2V19S6H4FMOTS&keywords=Emergency+Denis+Johnson&qid=1666831561&qu=eyJxc2MiOiIwLjczIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=emergency+denis+johnson%2Caps%2C392&sr=8-1,Supersummary,Independently published,"December 14, 2021",29.0,,2.3,6080
A Place Called Freedom,https://www.amazon.com/Place-Called-Freedom-Ken-Follett/dp/150986430X/ref=sr_1_1?keywords=A+Place+Called+Freedom+by+Ken+Follett&qid=1697044851&sr=8-1,Ken Follett,Pan; New Edit/Cover edition,"May 30, 2019",592.0,18,2.8,37100
"Nathaniel Hawthorne; Little Masterpieces; Dr. Heidegger'S Experiment, The Birthmark, Ethan Brand, Wakefield, Drowne'S Wooden Image, The Ambitious Guest, The Great Stone F",https://www.amazon.com/Nathaniel-Hawthorne-Masterpieces-Heideggers-Experiment/dp/9356706921/ref=sr_1_5?keywords=The+Ambitious+Guest+by+Nathaniel+Hawthorne&qid=1697062717&sr=8-5,Nathaniel Hawthorne,Alpha Edition,"November 11, 2022",94.0,,4.1,3361
Something Like Fate,https://www.amazon.com/Something-Like-Fate-Susane-Colasanti/dp/014241882X/ref=sr_1_1?keywords=something+like+fate+by+susan+colasanti&qid=1696984803&sr=8-1,Susane Colasanti,Speak; Reprint edition,"April 19, 2011",304.0,12,2.5,55398
Dragon Slippers,https://www.amazon.com/Dragon-Slippers-Jessica-Day-George/dp/1599902753/ref=sr_1_1?keywords=Dragon+Slippers+by+Jessica+Day+George&qid=1696975791&sr=8-1,Jessica Day George,Bloomsbury USA Childrens; First Edition,"May 1, 2008",352.0,8,4.1,69136
The Book Of Aron,https://www.amazon.com/Book-Aron-Jim-Shepard/dp/0771079729/ref=sr_1_2?keywords=The+Book+of+Aron+by+Jim+Shepard&qid=1697057774&sr=8-2,Jim Shepard,Emblem Editions,"International Edition, May 3, 2016",272.0,,2.5,98253
Second Chance Summer,https://www.amazon.com/Second-Chance-Summer-Morgan-Matson/dp/1416990682/ref=sr_1_1?keywords=Second+Chance+Summer+by+Morgan+Matson&qid=1696963660&sr=8-1,Morgan Matson,Simon & Schuster Books for Young Readers; Reprint edition,"May 7, 2013",496.0,11,1.3,9377
Lost City Radio,https://www.amazon.com/Lost-City-Radio-Daniel-Alarcon/dp/0060594810/ref=sr_1_1?keywords=Lost+City+Radio+by+Daniel+Alarc%C3%B3n&qid=1697010170&sr=8-1,Daniel Alarcon,Harper Perennial; Reprint edition,"February 5, 2008",257.0,,1.3,19205
Some Of Us Had Been Threatening Our Friend Colby,https://www.amazon.com/Some-Been-Threatening-Friend-Colby/dp/0141195770/ref=sr_1_1?keywords=Some+of+Us+Had+Been+Threatening+Our+Friend+Colby+by+Donald+Barthelme&qid=1697004138&sr=8-1,Donald Barthelme,"Penguin books, limited","January 1, 2011",96.0,,2.0,61677
"This I Believe: The Personal Philosophies Of Remarkable Men And Women (This I Believe, 1)",https://www.amazon.com/This-Believe-Personal-Philosophies-Remarkable/dp/0805086587/ref=sr_1_1?crid=3U2VKBJFMS8DB&keywords=this+i+believe+dan+gediman&qid=1682319483&sprefix=this+i+believe_dan+gediman%2Caps%2C447&sr=8-1,"Jay Allison, Dan Gediman",Holt Paperbacks; First Edition,"August 21, 2007",320.0,,4.9,35403
No One Belongs Here More Than You: Stories,https://www.amazon.com/One-Belongs-Here-More-Than/dp/0743299418/ref=sr_1_1?crid=3FM7LA39CGVMT&keywords=No+One+Belongs+Here+More+Than+You_July&qid=1682263008&s=instant-video&sprefix=no+one+belongs+here+more+than+you_j%2Cinstant-video%2C594&sr=1-1,Miranda July,Scribner; Reprint edition,"May 6, 2008",205.0,,3.0,99758
Jacques The Fatalist And His Master (Penguin Classics),https://www.amazon.com/Jacques-Fatalist-Master-Penguin-Classics/dp/0140444726/ref=sr_1_1?keywords=Jacques+the+Fatalist+and+His+Master+by+Denis+Diderot&qid=1697021043&sr=8-1,"Denis Diderot, Martin Hall",Penguin Classics,"May 6, 1986",261.0,18,4.0,40990
"Thank You For Arguing, Fourth Edition (Revised And Updated): What Aristotle, Lincoln, And Homer Simpson Can Teach Us About The Art Of Persuasion",https://www.amazon.com/Thank-Arguing-Fourth-Revised-Updated/dp/0593237382/ref=sr_1_1?keywords=Thank+You+For+Arguing+by+Jay+Heinrichs&qid=1697004266&sr=8-1,Jay Heinrichs,Crown; 4th edition,"April 21, 2020",480.0,,1.4,69710
Sprint: Wie Man In Nur Fünf Tagen Neue Ideen Testet Und Probleme Löst,https://www.amazon.com/Sprint/dp/3868816380/ref=sr_1_9?keywords=Sprint+by+Jake+Knapp&qid=1697038485&sr=8-9,"Jake Knapp, John Zeratsky",Redline,"October 10, 2016",256.0,,3.0,15993
Point Omega,https://www.amazon.com/Point-Omega-Novel-Don-DeLillo/dp/1439169969/ref=sr_1_1?keywords=Point+Omega+by+Don+DeLillo&qid=1697470407&sr=8-1,Don Delillo,Scribner; Reprint edition,"December 14, 2010",128.0,,1.3,33442
The Silent Wife: A Novel,https://www.amazon.com/Silent-Wife-Novel-S-Harrison/dp/0525505601/ref=sr_1_1?keywords=The+Silent+Wife+by+A.+S.+A.+Harrison&qid=1697005140&sr=8-1,A. S. A. Harrison,Penguin Books; 5/26/13 edition,"June 25, 2013",326.0,,3.4,41476
"Listen, Slowly",https://www.amazon.com/Listen-Slowly-Thanhha-Lai/dp/0062229192/ref=sr_1_1?keywords=Listen%2C+Slowly+by+Thanhha+Lai&qid=1696978000&sr=8-1,Thanhhà Lai,HarperCollins; Reprint edition,"May 17, 2016",288.0,9,2.9,87815
Prayers For The Stolen,https://www.amazon.com/Prayers-Stolen-Jennifer-Clement/dp/080413880X/ref=sr_1_1?keywords=Prayers+for+the+Stolen+by+Jennifer+Clement&qid=1697035655&sr=8-1,Jennifer Clement,Random House Publishing Group,"November 4, 2014",240.0,,1.0,34265
Memoirs Of A Teenage Amnesiac: A Novel,https://www.amazon.com/Memoirs-Teenage-Amnesiac-Gabrielle-Zevin/dp/0312561288/ref=sr_1_1?keywords=Memoirs+of+a+Teenage+Amnesiac+by+Gabrielle+Zevin&qid=1697016374&sr=8-1,Gabrielle Zevin,Square Fish; First Edition,"June 23, 2009",304.0,14,4.9,73884
Hawaii,https://www.amazon.com/Hawaii-James-Michener/dp/0375760377/ref=sr_1_1?keywords=Hawaii+by+James+A.+Michener&qid=1697051342&sr=8-1,James A. Michener,Dial Press Trade Paperback; Reprint edition,"July 9, 2002",937.0,,4.6,90227
Rendezvous With Rama,https://www.amazon.com/Rendezvous-Rama-Arthur-C-Clarke/dp/0358380227/ref=sr_1_1?keywords=Rendezvous+with+Rama+by+Arthur+C.+Clarke&qid=1697024348&sr=8-1,Arthur C. Clarke,Harper Voyager,"October 13, 2020",304.0,,1.4,38286
Jump Ship To Freedom (Arabus Family Saga) (Arabus Family Saga Series),https://www.amazon.com/Jump-Ship-Freedom-Arabus-Family/dp/0440443237/ref=sr_1_1?crid=35J4BI7I1G1EF&keywords=Jump+Ship+to+Freedom_James+Lincoln+Collier&qid=1682142108&sprefix=jump+ship+to+freedom_james+lincoln+%2Caps%2C594&sr=8-1,James Lincoln Collier,Yearling,"February 1, 1987",208.0,8,2.0,11569
Tricks,https://www.amazon.com/Tricks-Ellen-Hopkins/dp/148149824X/ref=sr_1_1?keywords=Tricks+by+Ellen+Hopkins&qid=1697054474&sr=8-1,Ellen Hopkins,Margaret K. McElderry Books; Reissue edition,"January 24, 2017",656.0,14,3.5,59739
A Month In The Country (New York Review Books Classics),https://www.amazon.com/Month-Country-Review-Books-Classics/dp/0940322471/ref=sr_1_1?keywords=A+Month+in+the+Country+by+J.+L.+Carr&qid=1697050953&sr=8-1,J.L. Carr,NYRB Classics; Presumed to be 1st as edition is unstated,"Day to Day Calendar, October 31, 2000",135.0,,2.9,10811
The Work: Searching For A Life That Matters,https://www.amazon.com/Work-Searching-Life-That-Matters/dp/081298384X/ref=sr_1_1?keywords=The+Work+by+Wes+Moore&qid=1697033026&sr=8-1,Wes Moore,One World; Reprint edition,"July 21, 2015",272.0,,4.8,29574
"Shades Of Magic Boxed Set: A Darker Shade Of Magic, A Gathering Of Shadows, A Conjuring Of Light",https://www.amazon.com/Shades-Magic-Boxed-Set-Gathering/dp/1250175208/ref=sr_1_2?crid=2L9OQDQOF8NWI&keywords=A+Darker+Shade+of+Magic_Schwab&qid=1683080095&s=instant-video&sprefix=a+darker+shade+of+magic_schwab%2Cinstant-video%2C570&sr=1-2,V. E. Schwab,Tor Books,"Folded Map, October 16, 2018",,,1.4,89792
Yes Please,https://www.amazon.com/Yes-Please-Amy-Poehler/dp/006226835X/ref=sr_1_1?keywords=Yes+Please+by+Amy+Poehler&qid=1697017802&sr=8-1,Amy Poehler,Dey Street Books; Illustrated edition,"Illustrated, September 1, 2015",352.0,,3.7,53729
Delta Wedding,https://www.amazon.com/Delta-Wedding-Novel-Harvest-Book-ebook/dp/B005467DAA/ref=sr_1_1?crid=2XGUZTL7KY89L&keywords=delta+wedding+welty&qid=1682191109&s=instant-video&sprefix=delta+wedding_welty%2Cinstant-video%2C362&sr=1-1,Eudora Welty,Mariner Books Classics; Reprint edition,"June 2, 2020",304.0,,2.0,89280
When We Dead Awaken,https://www.amazon.com/When-dead-awaken-Henrik-Ibsen/dp/171935510X/ref=sr_1_4?keywords=When+We+Dead+Awaken+by+Henrik+Ibsen&qid=1697048506&sr=8-4,Henrik Ibsen,CreateSpace Independent Publishing Platform,"May 19, 2018",120.0,,3.9,1159
Everyone Brave Is Forgiven,https://www.amazon.com/Everyone-Brave-Forgiven-Chris-Cleave/dp/1501124382/ref=sr_1_1?keywords=Everyone+Brave+Is+Forgiven+by+Chris+Cleave&qid=1696983041&sr=8-1,Chris Cleave,S&S/ Marysue Rucci Books; Reprint edition,"March 7, 2017",448.0,,4.6,9938
Last Man Standing,https://www.amazon.com/Last-Man-Standing-David-Baldacci/dp/0446611778/ref=sr_1_1?keywords=Last+Man+Standing+by+David+Baldacci&qid=1696978747&sr=8-1,David Baldacci,Grand Central Publishing; Reissue edition,"August 1, 2017",608.0,,3.1,18811
Secrets To The Grave (Oak Knoll Series),https://www.amazon.com/Secrets-Grave-Hoag-Market-Paperback/dp/B00LPWQTJI/ref=sr_1_1?keywords=Secrets+to+the+Grave+by+Tami+Hoag&qid=1696963965&sr=8-1,Tami Hoag,Dutton; Reprint edition,"October 25, 2011",592.0,,3.3,93939
Lucky Broken Girl,https://www.amazon.com/Lucky-Broken-Girl-Ruth-Behar/dp/0399546456/ref=sr_1_1?keywords=Lucky+Broken+Girl+by+Ruth+Behar&qid=1696986730&sr=8-1,Ruth Behar,Nancy Paulsen Books; Reprint edition,"April 10, 2018",272.0,10,1.1,18254
A Human Being Died That Night: A South African Woman Confronts The Legacy Of Apartheid,https://www.amazon.com/Human-Being-Died-That-Night/dp/0618446591/ref=sr_1_1?keywords=A+Human+Being+Died+That+Night+by+Pumla+Gobodo-Madikizela&qid=1697471662&sr=8-1,Pumla Gobodo-Madikizela,Mariner Books; 59371st edition,"April 19, 2004",208.0,,4.7,84255
Fifty Shades Darker,https://www.amazon.com/Fifty-Shades-Darker-L-James/dp/0345803493/ref=sr_1_1?keywords=Fifty+Shades+Darker+by+E.+L.+James&qid=1696998411&sr=8-1,E L James,Bloom Books; Reprint edition,"April 17, 2012",576.0,,1.1,58551
Bamboo People,https://www.amazon.com/Bamboo-People-Mitali-Perkins/dp/1580893295/ref=sr_1_1?keywords=Bamboo+People+by+Mitali+Perkins&qid=1697008909&sr=8-1,Mitali Perkins,Charlesbridge; Reprint edition,"July 1, 2012",288.0,12,4.0,82324
"A Question Of Freedom: A Memoir Of Learning, Survival, And Coming Of Age In Prison",https://www.amazon.com/Question-Freedom-Memoir-Learning-Survival/dp/1583333967/ref=sr_1_1?keywords=A+Question+of+Freedom+by+R.+Dwayne+Betts&qid=1697008885&sr=8-1,Dwayne Betts,Avery; First Edition,"May 4, 2010",256.0,,2.2,49092
Becket,https://www.amazon.com/Becket-Movie-Tie-Richard-Burton/dp/B001OTLN16/ref=sr_1_1?keywords=Becket+by+Jean+Anouilh&qid=1697050805&sr=8-1,Jean Anouilh,September 1995/14th Pr edition,"September 1, 1995",144.0,,3.3,80522
Bhagavad Gita: The Song Of God,https://www.amazon.com/Bhagavad-Gita-Song-Swami-Prabhavananda/dp/0874810434/ref=sr_1_1?crid=2XRL6SG4DZOX7&keywords=Bhagavad+Gita_Isherwood%2C+Swami+Prabhavananda&qid=1682716928&s=instant-video&sprefix=bhagavad+gita_isherwood%2C+swami+prab%2Cinstant-video%2C600&sr=1-1,"Swami Prabhavananda, Christopher Isherwood",Vedanta Press & Bookshop; 4th edition,"July 1, 1945",179.0,,2.1,18872
The Geography Of Genius: Lessons From The World'S Most Creative Places,https://www.amazon.com/Geography-Genius-Lessons-Worlds-Creative/dp/145169167X/ref=sr_1_1?keywords=The+Geography+of+Genius+by+Eric+Weiner&qid=1697018998&sr=8-1,Eric Weiner,Simon & Schuster; Reprint edition,"November 1, 2016",368.0,,2.9,44274
Lysistrata,https://www.amazon.com/Lysistrata-Aristophanes/dp/1502425718/ref=sr_1_9?keywords=Lysistrata+by+Aristophanes&qid=1697002927&sr=8-9,Aristophanes,CreateSpace Independent Publishing Platform,"September 19, 2014",74.0,,1.5,78321
The Man Who Knew Infinity: A Life Of The Genius Ramanujan,https://www.amazon.com/Man-Who-Knew-Infinity-Ramanujan/dp/1476763496/ref=sr_1_1?keywords=The+Man+Who+Knew+Infinity+by+Robert+Kanigel&qid=1697053971&sr=8-1,Robert Kanigel,Washington Square Press; Media Tie-In edition,"Illustrated, April 26, 2016",464.0,,1.9,72458
Mink River,https://www.amazon.com/Mink-River-Brian-Doyle/dp/0870715852/ref=sr_1_1?keywords=Mink+River+by+Brian+Doyle&qid=1697009608&sr=8-1,Brian Doyle,Oregon State University Press; First Edition,"October 1, 2010",319.0,,2.2,29777
An Acquaintance With Darkness,https://www.amazon.com/Acquaintance-Darkness-Ann-Rinaldi/dp/0152021973/ref=sr_1_1?keywords=An+Acquaintance+with+Darkness+by+Ann+Rinaldi&qid=1697026637&sr=8-1,Ann Rinaldi,Houghton Mifflin Harcourt,"April 1, 1999",304.0,Baby,1.3,57117
Daniel Coyle 2 Books Collection Set [The Culture Code: The Secrets Of Highly Successful Groups & The Talent Code: Greatness Isn'T Born. It'S Grown],https://www.amazon.com/Daniel-Coyle-Books-Collection-Culture/dp/B0B5N59BDG/ref=sr_1_8?keywords=The+Culture+Code+by+Daniel+Coyle&qid=1696977690&sr=8-8,Daniel Coyle,Generic,"January 1, 2019",590.0,13,1.4,30252
The Eyre Affair: A Thursday Next Novel,https://www.amazon.com/Eyre-Affair-Thursday-Next-Novel/dp/0142001805/ref=sr_1_1?keywords=The+Eyre+Affair+by+Jasper+Fforde&qid=1697062609&sr=8-1,Jasper Fforde,Penguin Books,"February 25, 2003",400.0,18,2.5,76308
Phantastes: A Faerie Romance For Men And Women,https://www.amazon.com/Phantastes-Faerie-Romance-Men-Women/dp/1530650550/ref=sr_1_1?keywords=Phantastes+George+MacDonald&qid=1682182084&s=books&sr=1-1,George Macdonald,CreateSpace Independent Publishing Platform,"March 20, 2016",154.0,,1.7,65466
The Last Letter From Your Lover: A Novel,https://www.amazon.com/Last-Letter-Your-Lover-Novel/dp/0143121103/ref=sr_1_1?keywords=The+Last+Letter+From+Your+Lover+by+Jojo+Moyes&qid=1697041789&sr=8-1,Jojo Moyes,Penguin Books; Reprint edition,"June 26, 2012",432.0,,2.8,30813
In Her Shoes: A Novel,https://www.amazon.com/Her-Shoes-Novel-Jennifer-Weiner/dp/0743418204/ref=sr_1_1?keywords=In+Her+Shoes+by+Jennifer+Weiner&qid=1697011264&sr=8-1,Jennifer Weiner,Washington Square Press; Reprint edition,"July 8, 2003",448.0,,2.0,20221
I Am Not Esther,https://www.amazon.com/am-not-Esther-Fleur-Beale/dp/1459657489/ref=sr_1_1?keywords=I+Am+Not+Esther+by+Fleur+Beale&qid=1697064977&sr=8-1,Fleur Beale,ReadHowYouWant; 16th ed. edition,"February 26, 2013",220.0,2,1.5,66852
The Anatomy Of Wings,https://www.amazon.com/Anatomy-Wings-Karen-Foxlee/dp/0375847618/ref=sr_1_1?keywords=The+Anatomy+of+Wings+by+Karen+Foxlee&qid=1697037639&sr=8-1,Karen Foxlee,Knopf Books for Young Readers; Reprint edition,"September 14, 2010",384.0,14,2.1,37176
"[Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind #6)] [By: Lahaye, Tim] [April, 2011]",https://www.amazon.com/Assassins-Assignment-Jerusalem-Target-Antichrist/dp/B00T6MEH1Q/ref=sr_1_4?crid=2G02TU30RNCDN&keywords=Assassins_Jerry+B.+Jenkins&qid=1682632043&s=instant-video&sprefix=assassins_jerry+b.+jenkins%2Cinstant-video%2C476&sr=1-4,Tim Lahaye,,,0.0,,4.6,98622
Going To Meet The Man: Stories,https://www.amazon.com/Going-Meet-Man-James-Baldwin/dp/0679761799/ref=sr_1_3?crid=TV41S7Y6IX3Y&keywords=The+Rockpile+James+Baldwin&qid=1666837577&qu=eyJxc2MiOiIxLjQyIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=the+rockpile+james+baldwin%2Caps%2C457&sr=8-3,James Baldwin,Vintage; Reissue edition,"April 25, 1995",256.0,,3.5,49816
Privilège Noir: L’Opportunité Est Pour Celui Qui La Crée | D’Après Le Best-Seller De Charlamagne Tha God (French Edition),https://www.amazon.com/Privil%C3%A8ge-noir-Lopportunit%C3%A9-best-seller-Charlamagne/dp/B0BW35YF6H/ref=sr_1_9?keywords=Black+Privilege+by+Charlamagne+Tha+God&qid=1697039008&sr=8-9,"Charlamagne Tha God, Les Éditions La Comédie Française, Infinitus Graphics, Mélissa Binet, Julien Courgeau, Vikki Hastings",Independently published,"March 2, 2023",380.0,,2.7,44325
"Mind Hacking, Unfck Yourself, Rich Dad Poor Dad, Smarter Faster Better 4 Books Collection Set",https://www.amazon.com/Hacking-Yourself-Smarter-Faster-Collection/dp/9124045985/ref=sr_1_16?keywords=Mind+Hacking+by+John+Hargrave&qid=1697031954&sr=8-16,Sir John Hargrave,Gallery Books/Yellow Kite/Plata Publishing/Random House Books,"January 1, 2020",0.0,,1.5,78936
Maggot Moon,https://www.amazon.com/Maggot-Moon-Sally-Gardner/dp/076367169X/ref=sr_1_1?keywords=Maggot+Moon+by+Sally+Gardner&qid=1697005856&sr=8-1,Sally Gardner,Candlewick; Illustrated edition,"Illustrated, September 9, 2014",288.0,12,4.0,85331
Affinity,https://www.amazon.com/Affinity-Sarah-Waters/dp/1573228737/ref=sr_1_1?keywords=Affinity+by+Sarah+Waters&qid=1697010455&sr=8-1,Sarah Waters,Riverhead Books; Reprint edition,"January 8, 2002",368.0,,3.7,18028
Beautiful Losers,https://www.amazon.com/Beautiful-Losers-Leonard-Cohen/dp/0679748253/ref=sr_1_1?keywords=Beautiful+Losers+by+Leonard+Cohen&qid=1697061825&sr=8-1,Leonard Cohen,Vintage; Reissue edition,"November 2, 1993",256.0,,3.9,13202
The Unbecoming Of Mara Dyer (1) (The Mara Dyer Trilogy),https://www.amazon.com/Unbecoming-Mara-Dyer-Trilogy/dp/1442421770/ref=sr_1_1?keywords=The+Unbecoming+of+Mara+Dyer+by+Michelle+Hodkin&qid=1697014005&sr=8-1,Michelle Hodkin,Simon & Schuster Books for Young Readers; Reprint edition,"October 23, 2012",480.0,14,3.6,27929
The Art Forger: A Novel,https://www.amazon.com/Art-Forger-Novel-B-Shapiro/dp/1616203161/ref=sr_1_1?keywords=The+Art+Forger+by+B.+A.+Shapiro&qid=1697063312&sr=8-1,B. A. Shapiro,Algonquin Books; Later Printing edition,"May 21, 2013",384.0,,4.8,88433
The Iron Trial (Magisterium 1): Book One Of Magisterium Volume 1 (Magisterium),https://www.amazon.com/Iron-Trial-Magisterium-1/dp/0545522269/ref=sr_1_1?keywords=The+Iron+Trial&qid=1677406559&s=books&sr=1-1,Holly Black,Scholastic Press; Reissue edition,"July 28, 2015",304.0,9,4.1,77339
Who Has Seen The Wind: Penguin Modern Classics Edition,https://www.amazon.com/Who-Has-Seen-Wind-Classics/dp/0771007310/ref=sr_1_1?keywords=Who+Has+Seen+the+Wind+by+W.+O.+Mitchell&qid=1697051731&sr=8-1,W.O. Mitchell,McClelland & Stewart; Illustrated edition,"Illustrated, June 25, 2019",400.0,,1.5,12475
"The Clan Of The Cave Bear: Earth'S Children, Book One",https://www.amazon.com/Clan-Cave-Bear-Earths-Children/dp/0553381679/ref=sr_1_1?keywords=The+Clan+of+the+Cave+Bear&qid=1679241867&s=books&sr=1-1,Jean M. Auel,Bantam; Reprint edition,"June 25, 2002",512.0,,2.6,13726
After Dark (Vintage International),https://www.amazon.com/After-Vintage-International-Haruki-Murakami/dp/0307278735/ref=sr_1_1?keywords=After+Dark+by+Haruki+Murakami&qid=1697031074&sr=8-1,Haruki Murakami,Vintage; Reprint edition,"Illustrated, April 29, 2008",256.0,,2.4,43393
Native Son,https://www.amazon.com/Native-Son-Richard-Wright-1900-01-01/dp/B01JXRGGEO/ref=sr_1_1?keywords=Native+Son+by+Richard+Wright&qid=1696998995&sr=8-1,Richard Wright,Harper Perennial Modern Classics; 1st edition,"Deckle Edge, April 29, 2008",544.0,,1.7,70163
Give Us The Ballot: The Modern Struggle For Voting Rights In America,https://www.amazon.com/Give-Us-Ballot-Struggle-America/dp/1250094720/ref=sr_1_1?keywords=Give+Us+the+Ballot+by+Ari+Berman&qid=1696986855&sr=8-1,Ari Berman,Picador; Reprint edition,"August 2, 2016",384.0,,4.2,64842
The Young Lions,https://www.amazon.com/Young-Lions-Irwin-Shaw/dp/0451014960/ref=sr_1_1?keywords=The+Young+Lions+by+Irwin+Shaw&qid=1697007004&sr=8-1,Irwin Shaw,University of Chicago Press; New edition,"December 1, 2000",696.0,,1.6,21713
