title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
Quo Vadis: A Narrative Of The Time Of Nero,https://www.amazon.com/Quo-Vadis-Narrative-Time-Nero/dp/1530488702/ref=sr_1_5?keywords=Quo+Vadis%3A+A+Narrative+of+the+Time+of+Nero+by+Henryk+Sienkiewicz&qid=1697027996&sr=8-5,Henryk Sienkiewicz,CreateSpace Independent Publishing Platform,"June 28, 2016",188.0,,3.8,26823
She'S Not There: A Life In Two Genders,https://www.amazon.com/Shes-Not-There-Life-Genders/dp/B01BODSKIA/ref=sr_1_8?keywords=She%27s+Not+There+by+Jennifer+Finney+Boylan&qid=1697039346&sr=8-8,Jennifer Finney Boylan,Broadway Books; First Paperback Edition,"January 1, 2004",0.0,,3.5,92575
Privilège Noir: L’Opportunité Est Pour Celui Qui La Crée | D’Après Le Best-Seller De Charlamagne Tha God (French Edition),https://www.amazon.com/Privil%C3%A8ge-noir-Lopportunit%C3%A9-best-seller-Charlamagne/dp/B0BW35YF6H/ref=sr_1_9?keywords=Black+Privilege+by+Charlamagne+Tha+God&qid=1697039008&sr=8-9,"Charlamagne Tha God, Les Éditions La Comédie Française, Infinitus Graphics, Mélissa Binet, Julien Courgeau, Vikki Hastings",Independently published,"March 2, 2023",380.0,,4.1,19034
Jeremy Fink And The Meaning Of Life,https://www.amazon.com/Jeremy-Fink-Meaning-Life-Wendy/dp/0316058491/ref=sr_1_1?keywords=Jeremy+Fink+and+the+Meaning+of+Life+by+Wendy+Mass&qid=1696960409&sr=8-1,Wendy Mass,"Little, Brown Books for Young Readers; Reprint edition","February 1, 2008",304.0,10,4.6,30466
City On Fire,https://www.amazon.com/City-Fire-Garth-Risk-Hallberg/dp/0804172951/ref=sr_1_1?crid=2H6A3FX3SNE8C&keywords=City+on+Fire+Garth+Risk+Hallberg&qid=1684532332&s=books&sprefix=city+on+fire+garth+risk+hallberg%2Cstripbooks-intl-ship%2C305&sr=1-1,Garth Risk Hallberg,Vintage; Reprint edition,"July 26, 2016",944.0,,2.0,29347
"Dorothy Must Die Stories: No Place Like Oz, The Witch Must Burn, The Wizard Returns (Dorothy Must Die Novella)",https://www.amazon.com/Dorothy-Must-Die-Stories-Returns/dp/0062280791/ref=sr_1_4?keywords=Dorothy+Must+Die+by+Danielle+Paige&qid=1697015541&sr=8-4,Danielle Paige,HarperCollins; First Edition,"March 3, 2015",416.0,14,4.1,79439
Lifeboat,https://www.amazon.com/Lifeboat-Novel-Charlotte-Rogan/dp/0316185914/ref=sr_1_1?keywords=The+Lifeboat+by+Charlotte+Rogan&qid=1697058112&sr=8-1,Charlotte Rogan,Reagan Arthur / Back Bay Books,"January 8, 2013",278.0,,4.1,54213
"Midnight Crossroad (A Novel Of Midnight, Texas)",https://www.amazon.com/Midnight-Crossroad-Novel-Texas/dp/0425263169/ref=sr_1_1?keywords=Midnight+Crossroad+by+Charlaine+Harris&qid=1697022276&sr=8-1,Charlaine Harris,Ace; Reprint edition,"March 31, 2015",384.0,,3.0,19748
How To Save A Life,https://www.amazon.com/How-Save-Life-Sara-Zarr/dp/0316036056/ref=sr_1_1?keywords=How+To+Save+A+Life+by+Sara+Zarr&qid=1696976641&sr=8-1,Sara Zarr,"Little, Brown Books for Young Readers; Reprint edition","October 30, 2012",368.0,12,3.2,33191
Dancing Wu Li Masters: An Overview Of The New Physics,https://www.amazon.com/Dancing-Wu-Li-Masters-Overview/dp/0060959681/ref=sr_1_1?keywords=Dancing+Wu+Li+Masters+by+Gary+Zukav&qid=1697048752&sr=8-1,Gary Zukav,HarperOne; Later Printing Used edition,"October 27, 2009",416.0,,3.0,44821
Between The Lines,https://www.amazon.com/Between-Lines-Jodi-Picoult-ebook/dp/B006YDIWZM/ref=sr_1_1?crid=1SB8AB6LEIJ2Q&keywords=Between+the+Lines_Leer%2C+Jodi+Picoult&qid=1682972851&sprefix=between+the+lines_leer%2C+jodi+picou%2Caps%2C583&sr=8-1,Jodi Picoult,Simon & Schuster Books for Young Readers; Reprint edition,"June 25, 2013",368.0,12,2.5,2279
Sultana'S Dream (Tamil Edition),https://www.amazon.com/Sultanas-Dream-Tamil-Rokeya-Begum/dp/8196051093/ref=sr_1_6?keywords=Sultana%27s+Dream+by+Begum+Rokeya&qid=1697060925&sr=8-6,Rokeya Begum,Bharadhi Puthagalayam,"May 1, 2023",56.0,,2.2,69656
Blood And Chocolate,https://www.amazon.com/Blood-Chocolate-Annette-Curtis-Klause/dp/0385734212/ref=sr_1_1?keywords=Blood+and+Chocolate+by+Annette+Curtis+Klause&qid=1697012939&sr=8-1,Annette Curtis Klause,Ember,"August 14, 2007",264.0,12,4.9,24721
The Probability Of Miracles,https://www.amazon.com/Probability-Miracles-Wendy-Wunder/dp/1595143688/ref=sr_1_1?keywords=The+Probability+Of+Miracles+by+Wendy+Wunder&qid=1696976709&sr=8-1,Wendy Wunder,Razorbill; Reprint edition,"July 5, 2012",336.0,14,1.7,46983
The Silver Star: A Novel,https://www.amazon.com/Silver-Star-Novel-Jeannette-Walls/dp/1451661541/ref=sr_1_1?keywords=The+Silver+Star+by+Jeannette+Walls&qid=1697054783&sr=8-1,Jeannette Walls,Scribner; Reprint edition,"June 3, 2014",304.0,,1.2,60933
The Harbinger: The Ancient Mystery That Holds The Secret Of America'S Future,https://www.amazon.com/Harbinger-Ancient-Mystery-Secret-Americas/dp/161638610X/ref=sr_1_1?keywords=The+Harbinger+by+Jonathan+Cahn&qid=1697061986&sr=8-1,Jonathan Cahn,Frontline,"January 3, 2012",272.0,,3.6,80683
Bluefish,https://www.amazon.com/Bluefish-Pat-Schmatz/dp/0763663417/ref=sr_1_1?keywords=Bluefish+by+Pat+Schmatz&qid=1697015268&sr=8-1,Pat Schmatz,Candlewick; Reprint edition,"August 6, 2013",240.0,12,3.9,65596
"[Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind #6)] [By: Lahaye, Tim] [April, 2011]",https://www.amazon.com/Assassins-Assignment-Jerusalem-Target-Antichrist/dp/B00T6MEH1Q/ref=sr_1_4?crid=2G02TU30RNCDN&keywords=Assassins_Jerry+B.+Jenkins&qid=1682632043&s=instant-video&sprefix=assassins_jerry+b.+jenkins%2Cinstant-video%2C476&sr=1-4,Tim Lahaye,,,0.0,,5.0,65190
Specials (Uglies),https://www.amazon.com/Specials-Uglies-Scott-Westerfeld/dp/1442419792/ref=sr_1_1?keywords=Specials+by+Scott+Westerfeld&qid=1696987681&sr=8-1,Scott Westerfeld,Simon & Schuster Books for Young Readers; Reissue edition,"May 3, 2011",384.0,11,4.2,70102
What To Listen For In Music,https://www.amazon.com/What-Listen-Music-Aaron-Copland/dp/0451226402/ref=sr_1_1?keywords=What+to+Listen+for+in+Music+by+Aaron+Copland&qid=1697019393&sr=8-1,Aaron Copland,Berkley; 59549th edition,"March 3, 2009",320.0,,4.6,95488
When I Was The Greatest,https://www.amazon.com/When-Was-Greatest-Jason-Reynolds/dp/1442459484/ref=sr_1_1?keywords=When+I+Was+the+Greatest+by+Jason+Reynolds&qid=1697056837&sr=8-1,Jason Reynolds,Atheneum Books for Young Readers; Reprint edition,"August 18, 2015",256.0,12,3.6,22130
Moth Smoke,https://www.amazon.com/Moth-Smoke-Mohsin-Hamid/dp/1594486603/ref=sr_1_1?keywords=Moth+Smoke+by+Mohsin+Hamid&qid=1697028099&sr=8-1,Mohsin Hamid,Riverhead Books; Reprint edition,"December 4, 2012",288.0,,4.4,48062
The Rise Of Theodore Roosevelt (Modern Library (Paperback)),https://www.amazon.com/Theodore-Roosevelt-Modern-Library-Paperback/dp/0375756787/ref=sr_1_1?keywords=The+Rise+of+Theodore+Roosevelt+by+Edmund+Morris&qid=1697049418&sr=8-1,Edmund Morris,Random House Trade Paperbacks; Reprint edition,"November 1, 2001",920.0,,4.5,3766
"Writing My Wrongs: Life, Death, And Redemption In An American Prison",https://www.amazon.com/Writing-My-Wrongs-Redemption-American/dp/1101907312/ref=sr_1_1?keywords=Writing+My+Wrongs+by+Shaka+Senghor&qid=1696964291&sr=8-1,Shaka Senghor,Convergent Books; Reprint edition,"January 31, 2017",288.0,,2.7,44810
Agamemnon,https://www.amazon.com/Agamemnon-Aeschylus/dp/1502375494/ref=sr_1_3?keywords=Agamemnon+by+Aeschylus&qid=1696999446&sr=8-3,Aeschylus,CreateSpace Independent Publishing Platform,"September 15, 2014",74.0,,2.3,92118
When Nietzsche Wept: A Novel Of Obsession,https://www.amazon.com/When-Nietzsche-Wept-Novel-Obsession/dp/0062009303/ref=sr_1_1?keywords=When+Nietzsche+Wept+by+Irvin+D.+Yalom&qid=1697049956&sr=8-1,Irvin D. Yalom,Harper Perennial Modern Classics; Reprint edition,"November 10, 2020",352.0,,2.1,67692
Fighting Ruben Wolfe,https://www.amazon.com/Fighting-Ruben-Wolfe-Markus-Zusak/dp/1862309574/ref=sr_1_1?keywords=Fighting+Ruben+Wolfe+by+Markus+Zusak&qid=1697006144&sr=8-1,Markus Zusak,Red Fox; 0 edition,"International Edition, March 26, 2013",197.0,12,1.0,90497
Flow: The Psychology Of Optimal Experience,https://www.amazon.com/Flow-Psychology-Experience-Perennial-Classics/dp/0061339202/ref=sr_1_1?keywords=Flow+by+Mihaly+Csikszentmihalyi&qid=1697001988&sr=8-1,Mihaly Csikszentmihalyi,Harper Perennial Modern Classics; 1st edition,"Bargain Price, July 1, 2008",336.0,,3.8,89490
"Sin In The Second City: Madams, Ministers, Playboys, And The Battle For America'S Soul",https://www.amazon.com/Sin-Second-City-Ministers-Playboys/dp/0812975995/ref=sr_1_1?keywords=Sin+in+the+Second+City+by+Karen+Abbott&qid=1696961522&sr=8-1,Karen Abbott,Random House Trade Paperbacks; NO-VALUE edition,"June 10, 2008",400.0,,1.1,41831
Funny Girl (Panorama De Narrativas) (Spanish Edition),https://www.amazon.com/Funny-Girl-Panorama-narrativas-Spanish-ebook/dp/B01EXL6E5Q/ref=sr_1_2?crid=17YCNG7RFOWZE&keywords=Funny+Girl_Hornby&qid=1682291512&sprefix=funny+girl_hornby%2Caps%2C388&sr=8-2,Nick Hornby,Editorial Anagrama; 1st edition,"May 11, 2016",408.0,,1.6,45500
Fugitive Pieces: A Novel (Winner Of The Baileys Women'S Prize For Fiction),https://www.amazon.com/Fugitive-Pieces-Novel-Anne-Michaels/dp/0679776591/ref=sr_1_1?keywords=Fugitive+Pieces+by+Anne+Michaels&qid=1697047676&sr=8-1,Anne Michaels,Vintage; First Edition,"May 26, 1998",294.0,,3.1,74571
The Rapture Of Canaan,https://www.amazon.com/Rapture-Canaan-Sheri-Reynolds/dp/0425162443/ref=sr_1_1?keywords=The+Rapture+of+Canaan+by+Sheri+Reynolds&qid=1697082293&sr=8-1,Sheri Reynolds,Berkley Books,"January 1, 1997",320.0,,3.2,50693
The Divine Wind,https://www.amazon.com/Divine-Wind/dp/0734419317/ref=sr_1_1?keywords=The+Divine+Wind+by+Garry+Disher&qid=1697052678&sr=8-1,Garry Disher,Lothian Children's Books,"May 4, 2021",160.0,16,5.0,61216
White Mughals: Love And Betrayal In Eighteenth-Century India,https://www.amazon.com/White-Mughals-Betrayal-Eighteenth-Century-India/dp/014200412X/ref=sr_1_1?keywords=White+Mughals+by+William+Dalrymple&qid=1697016957&sr=8-1,William Dalrymple,Penguin Books; Reprint edition,"April 27, 2004",544.0,,1.1,23358
Unique,https://www.amazon.com/Unique-Alison-Allen-Gray/dp/0192755765/ref=sr_1_2?crid=3HGP01HRFXL52&keywords=Unique+Alison+Allen-Gray&qid=1666857971&qu=eyJxc2MiOiIwLjA3IiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=unique+alison+allen-gray%2Caps%2C390&sr=8-2,Alison Allen-Gray,"Oxford University Press, USA; Reissue edition","January 1, 2009",256.0,,3.6,47323
Jacques The Fatalist And His Master (Penguin Classics),https://www.amazon.com/Jacques-Fatalist-Master-Penguin-Classics/dp/0140444726/ref=sr_1_1?keywords=Jacques+the+Fatalist+and+His+Master+by+Denis+Diderot&qid=1697021043&sr=8-1,"Denis Diderot, Martin Hall",Penguin Classics,"May 6, 1986",261.0,18,2.2,34304
Daytripper,https://www.amazon.com/Daytripper-Gabriel-B%C3%A1-F%C3%A1bio-Moon/dp/9896825890/ref=sr_1_14?crid=3VE1KN8DGV99K&keywords=Daytripper+Gabriel+B%C3%A1%2CF%C3%A1bio+Moon&qid=1666810709&qu=eyJxc2MiOiIwLjU5IiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=daytripper+gabriel+b%C3%A1%2Cf%C3%A1bio%2Caps%2C641&sr=8-14,"Fábio Moon, Gabriel Bá",Levoir,"August 18, 2016",256.0,,1.4,38581
More Happy Than Not (Deluxe Edition),https://www.amazon.com/More-Happy-Than-Not-Deluxe/dp/164129194X/ref=sr_1_1?keywords=More+Happy+Than+Not+by+Adam+Silvera&qid=1697032337&sr=8-1,Adam Silvera,Soho Teen; Deluxe edition,"September 8, 2020",352.0,14,4.2,60309
"Gone (Jack Caffery, Book 5) (Jack Caffery/Walking Man Series, 3)",https://www.amazon.com/Gone-Jack-Caffery-Book-5/dp/0802145701/ref=sr_1_1?keywords=Gone+by+Mo+Hayder&qid=1696989835&sr=8-1,Mo Hayder,Grove Press; Reprint edition,"February 14, 2012",416.0,,4.1,98332
Dear Marcus: A Letter To The Man Who Shot Me,https://www.amazon.com/Dear-Marcus-Letter-Man-Shot/dp/0812983165/ref=sr_1_1?keywords=Dear+Marcus+by+Jerry+McGill&qid=1697032583&sr=8-1,Jerry Mcgill,Random House; Reprint edition,"February 12, 2013",192.0,,4.3,54981
The Call Of The Wild,https://www.amazon.com/Call-Wild-Jack-London/dp/0439227143/ref=sr_1_1?keywords=The+Call+of+the+Wild+by+Jack+London&qid=1696998829&sr=8-1,Jack London,Martino Fine Books,"November 13, 2017",45.0,8,4.4,87379
A Week In The Woods,https://www.amazon.com/Week-Woods-Andrew-Clements/dp/0689858027/ref=sr_1_1?keywords=A+Week+in+the+Woods+by+Andrew+Clements&qid=1697033291&sr=8-1,Andrew Clements,Atheneum Books for Young Readers; Reprint edition,"April 1, 2004",208.0,9,2.2,39464
A Curse Dark As Gold,https://www.amazon.com/Curse-Dark-as-Gold/dp/0439895766/ref=sr_1_1?keywords=A+Curse+Dark+As+Gold+by+Elizabeth+C.+Bunce&qid=1696979036&sr=8-1,Elizabeth C. Bunce,Scholastic Paperbacks; 1st edition,"May 1, 2010",400.0,12,2.8,87663
One Hundred Years Of Solitude: Awarded The Premio Romulo Gallegos 1972 (Penguin Modern Classics),https://www.amazon.com/Hundred-Solitude-Gabriel-Garcia-Marquez/dp/038001503X/ref=sr_1_5?keywords=One+Hundred+Years+of+Solitude+by+Gabriel+Garc%C3%ADa+M%C3%A1rquez&qid=1697470721&sr=8-5,Gabriel Garcia Marquez,Penguin Classics; New ed. edition,"August 31, 2000",432.0,,1.2,12164
Avalon High,https://www.amazon.com/Avalon-High-Meg-Cabot/dp/0060755881/ref=sr_1_1?keywords=Avalon+High+by+Meg+Cabot&qid=1697013204&sr=8-1,Meg Cabot,HarperTeen; Reprint edition,"July 3, 2007",320.0,12,4.4,23319
The Story Of Doctor Dolittle,https://www.amazon.com/Story-Doctor-Dolittle-Hugh-Lofting/dp/3903352543/ref=sr_1_19?keywords=The+Story+of+Doctor+Dolittle+by+Hugh+Lofting&qid=1697041882&sr=8-19,Hugh Lofting,Pretorian Books,"January 24, 2020",42.0,,4.0,5475
Acceleration,https://www.amazon.com/Acceleration-Graham-McNamee/dp/0307975959/ref=sr_1_1?keywords=Acceleration+by+Graham+McNamee&qid=1697009428&sr=8-1,Graham Mcnamee,Ember; Reprint edition,"September 11, 2012",240.0,12,1.2,95991
"Luther: Der Mann, Der Gott Neu Entdeckte",https://www.amazon.com/Luther-Mann-Gott-neu-entdeckte/dp/3775158251/ref=sr_1_3?keywords=Martin+Luther%3A+The+Man+Who+Rediscovered+God+and+Changed+the+World+by+Eric+Metaxas&qid=1697020941&sr=8-3,Eric Metaxas,SCM Hänssler,"September 2, 2019",0.0,,4.5,6461
Chasing The Valley,https://www.amazon.com/Chasing-Valley-Skye-Melki-Wegner/dp/1742759548/ref=sr_1_1?keywords=Chasing+the+Valley+by+Skye+Melki-Wegner&qid=1697025010&sr=8-1,Skye Melki-Wegner,Random House Australia; None edition,"September 1, 2015",416.0,9,4.0,52663
Decline And Fall (Tv Tie-In) (Penguin Modern Classics),https://www.amazon.com/Decline-Fall-Penguin-Modern-Classics/dp/0241299063/ref=sr_1_8?keywords=Decline+and+Fall+by+Evelyn+Waugh&qid=1697053163&sr=8-8,Evelyn Waugh,Penguin Classic; Media tie-in edition,"International Edition, May 23, 2017",304.0,,4.8,18088
Positive,https://www.amazon.com/Positive-Ali-Benjamin/dp/2012035086/ref=sr_1_5?keywords=Positive+by+Paige+Rawl&qid=1697040089&sr=8-5,"Paige Rawl, Ali Benjamin",HACHETTE ROMANS; First Edition,"October 26, 2016",390.0,,1.5,20004
Fontamara (Italian Edition),https://www.amazon.com/Fontamara-italienische-Ausgabe/dp/8804667931/ref=sr_1_4?keywords=Fontamara+by+Ignazio+Silone&qid=1697028451&sr=8-4,Ignazio Silone,Mondadori,"August 10, 2016",166.0,,2.3,27892
"The Lost Gate (Mither Mages, 1)",https://www.amazon.com/Lost-Gate-Mither-Mages/dp/0765365383/ref=sr_1_1?keywords=The+Lost+Gate+by+Orson+Scott+Card&qid=1697019653&sr=8-1,Orson Scott Card,Tor Books,"November 29, 2011",384.0,,3.5,29495
In The Shadow Of The Banyan: A Novel,https://www.amazon.com/Shadow-Banyan-Novel-Vaddey-Ratner/dp/1451657714/ref=sr_1_1?keywords=In+The+Shadow+Of+The+Banyan+by+Vaddey+Ratner&qid=1697043593&sr=8-1,Vaddey Ratner,Simon & Schuster,"June 4, 2013",352.0,,2.7,84740
Moonwalking With Einstein: The Art And Science Of Remembering Everything,https://www.amazon.com/Moonwalking-Einstein-Science-Remembering-Everything/dp/0143120530/ref=sr_1_1?keywords=Moonwalking+with+Einstein+by+Joshua+Foer&qid=1697004709&sr=8-1,Joshua Foer,Penguin Books; Reprint edition,"February 28, 2012",307.0,18,1.6,85001
The Wonders Of The Invisible World (Vintage Contemporaries),https://www.amazon.com/Wonders-Invisible-World-Vintage-Contemporaries/dp/0679756442/ref=sr_1_1?keywords=The+Wonders+of+the+Invisible+World+by+David+Gates&qid=1697002117&sr=8-1,David Gates,"Vintage; 1st Vintage Contemporaries Ed, Apr 2000 edition","April 4, 2000",272.0,,1.3,45609
Peeps,https://www.amazon.com/Peeps-Scott-Westerfeld/dp/1595140832/ref=sr_1_1?keywords=Peeps+by+Scott+Westerfeld&qid=1696972887&sr=8-1,Scott Westerfeld,Razorbill; Reprint edition,"September 7, 2006",312.0,14,4.0,33450
Prayers For The Stolen,https://www.amazon.com/Prayers-Stolen-Jennifer-Clement/dp/080413880X/ref=sr_1_1?keywords=Prayers+for+the+Stolen+by+Jennifer+Clement&qid=1697035655&sr=8-1,Jennifer Clement,Random House Publishing Group,"November 4, 2014",240.0,,1.7,29839
"The Quartet: Orchestrating The Second American Revolution, 1783-1789",https://www.amazon.com/Quartet-Orchestrating-American-Revolution-1783-1789/dp/080417248X/ref=sr_1_1?keywords=The+Quartet+by+Joseph+J.+Ellis&qid=1697059020&sr=8-1,Joseph J. Ellis,Vintage; Reprint edition,"May 3, 2016",320.0,,4.7,69527
The Shell Collector: Stories,https://www.amazon.com/Shell-Collector-Stories-Anthony-Doerr/dp/1439190054/ref=sr_1_1?keywords=The+Shell+Collector+by+Anthony+Doerr&qid=1697047218&sr=8-1,Anthony Doerr,Scribner; Standard Edition,"January 4, 2011",256.0,,1.8,89297
The Horse-Dealer'S Daughter,https://www.amazon.com/Horse-Dealers-Daughter-David-Herbert-Lawrence/dp/1981258094/ref=sr_1_1?keywords=The+Horse+Dealer%27s+Daughter+by+D.+H.+Lawrence&qid=1696963502&sr=8-1,David Herbert Lawrence,CreateSpace Independent Publishing Platform,"February 12, 2018",24.0,,1.7,2178
Tyrell,https://www.amazon.com/Tyrell-Coe-Booth/dp/0439838800/ref=sr_1_1?keywords=Tyrell+by+Coe+Booth&qid=1696981541&sr=8-1,Coe Booth,PUSH; 33160th edition,"August 1, 2007",310.0,14,1.3,87267
What Is Populism,https://www.amazon.com/What-Populism-Jan-Werner-M%C3%BCller/dp/0812248988/ref=sr_1_1?keywords=What+Is+Populism%3F+by+Jan-Werner+M%C3%BCller&qid=1697019490&sr=8-1,Jan-Werner Müller,Penguin,"January 1, 2017",160.0,,1.3,43445
Ketchup Clouds By Annabel Pitcher (2013-07-01),https://www.amazon.com/Ketchup-Clouds-Annabel-Pitcher-2013-07-01/dp/B01N40H35O/ref=sr_1_2?keywords=Ketchup+Clouds+by+Annabel+Pitcher&qid=1696984987&sr=8-2,Annabel Pitcher,,,0.0,,4.6,64577
The Year Of Yes Journal,https://www.amazon.com/Year-Yes-Journal-Shonda-Rhimes/dp/1501163051/ref=sr_1_2?keywords=Year+of+Yes+by+Shonda+Rhimes&qid=1697008163&sr=8-2,Shonda Rhimes,S&S/ Marysue Rucci Books; Gjr edition,"December 6, 2016",464.0,,1.3,5504
The Shock Doctrine: The Rise Of Disaster Capitalism,https://www.amazon.com/Shock-Doctrine-Rise-Disaster-Capitalism/dp/0312427999/ref=sr_1_1?keywords=The+Shock+Doctrine+by+Naomi+Klein&qid=1696988573&sr=8-1,Naomi Klein,Picador; First Edition,"June 24, 2008",720.0,,2.2,21802
The Mosquito Coast,https://www.amazon.com/Mosquito-Coast-Paul-Theroux/dp/0618658963/ref=sr_1_1?keywords=The+Mosquito+Coast+by+Paul+Theroux&qid=1697041974&sr=8-1,Paul Theroux,Mariner Books Classics; Reprint edition,"June 1, 2006",384.0,14,3.7,62825
The One Safe Place,https://www.amazon.com/One-Safe-Place-Tania-Unsworth/dp/B00JJI50F4/ref=sr_1_4?keywords=The+One+Safe+Place+by+Tania+Unsworth&qid=1696981948&sr=8-4,Tania Unsworth,Algonquin Young Readers,"January 1, 2014",,,3.7,63725
"Liar, Temptress, Soldier, Spy: Four Women Undercover In The Civil War",https://www.amazon.com/Liar-Temptress-Soldier-Spy-Undercover/dp/0062092901/ref=sr_1_1?keywords=Liar%2C+Temptress%2C+Soldier%2C+Spy+by+Karen+Abbott&qid=1696974618&sr=8-1,Karen Abbott,Harper Perennial; Reprint edition,"September 8, 2015",544.0,,3.2,43388
Zealot: The Life And Times Of Jesus Of Nazareth (Arabic Edition),https://www.amazon.com/Zealot-Reza-Aslan-audiobook/dp/B00DYMLQEU/ref=sr_1_1?crid=3LOHXXJHNFHJ5&keywords=Zealot+Reza+Aslan&qid=1666805089&qu=eyJxc2MiOiIxLjkwIiwicXNhIjoiMS41MyIsInFzcCI6IjEuNzMifQ%3D%3D&sprefix=zealot+reza+aslan%2Caps%2C354&sr=8-1,"Reza Aslan, Ashraf Killany, Mounir Moussa",,,336.0,,1.8,3098
The Keepers Of The House: Pulitzer Prize Winner,https://www.amazon.com/Keepers-House-Shirley-Ann-Grau/dp/1400030749/ref=sr_1_1?keywords=The+Keepers+of+the+House+by+Shirley+Ann+Grau&qid=1697045392&sr=8-1,Shirley Ann Grau,Vintage; Reprint edition,"November 11, 2003",320.0,,4.7,5776
New-Leaders Eat Last,https://www.amazon.com/NEW-LEADERS-EAT-LAST-Simon-Sinek/dp/B09VQ1RNP2/ref=sr_1_2?keywords=Leaders+Eat+Last+by+Simon+Sinek&qid=1697000867&sr=8-2,Simon Sinek,Generic,"July 7, 1905",1000.0,5,4.3,61005
A Gracious Plenty,https://www.amazon.com/Gracious-Plenty-Sheri-Reynolds/dp/1618580310/ref=sr_1_1?keywords=A+Gracious+Plenty+by+Sheri+Reynolds&qid=1697022134&sr=8-1,Sheri Reynolds,Turner; 1st edition,"October 2, 2012",225.0,,1.5,30570
Lady Oracle,https://www.amazon.com/Lady-Oracle-Margaret-atwood/dp/0671223399/ref=tmm_hrd_swatch_0?_encoding=UTF8&qid=1679583752&sr=1-1,Margaret Atwood,Trafalgar Square; Reprint edition,"January 1, 1982",350.0,,4.3,78674
"The Elements Of Journalism, Revised And Updated 3Rd Edition: What Newspeople Should Know And The Public Should Expect",https://www.amazon.com/Elements-Journalism-Revised-Updated-3rd/dp/0804136785/ref=sr_1_1?crid=20LX4VHE4P3JA&keywords=The+Elements+of+Journalism_Tom+Rosenstiel&qid=1682008389&s=instant-video&sprefix=the+elements+of+journalism_tom+rose%2Cinstant-video%2C590&sr=1-1,Bill Kovach,Crown; Updated edition,"April 1, 2014",352.0,1,4.7,38808
River Town: Two Years On The Yangtze (P.S.),https://www.amazon.com/River-Town-Years-Yangtze-P-S/dp/0060855029/ref=sr_1_1?keywords=River+Town+by+Peter+Hessler&qid=1697038738&sr=8-1,Peter Hessler,Harper Perennial; First Edition,"April 25, 2006",432.0,,1.5,25336
"Seeking Allah, Finding Jesus: A Devout Muslim Encounters Christianity",https://www.amazon.com/Seeking-Allah-Finding-Jesus-Christianity/dp/0310515025/ref=sr_1_3?keywords=Seeking+Allah%2C+Finding+Jesus+by+Nabeel+Qureshi&qid=1696990075&sr=8-3,Nabeel Qureshi,Zondervan,"February 11, 2014",304.0,,3.8,63904
La Increíble Y Triste Historia De La Cándida Eréndira Y De Su Abuela Desalmada / The Incredible And Sad Tale Of Innocent Eréndira And Her Heartless Grandmo (Spanish Edition),https://www.amazon.com/incre%C3%ADble-historia-c%C3%A1ndida-Er%C3%A9ndira-desalmada/dp/0307475786/ref=sr_1_4?keywords=Innocent+Erendira+by+Gabriel+Garc%C3%ADa+M%C3%A1rquez&qid=1697011340&sr=8-4,Gabriel García Márquez,Vintage Espanol; Reprint edition,"August 31, 2010",160.0,,3.0,11319
Stand Up That Mountain: The Battle To Save One Small Community In The Wilderness Along The Appalachian Trail,https://www.amazon.com/Stand-That-Mountain-Wilderness-Appalachian/dp/1451682646/ref=sr_1_1?keywords=Stand+Up+That+Mountain+by+Jay+Erskine+Leutze&qid=1697044825&sr=8-1,Jay Erskine Leutze,Scribner; Reprint edition,"July 30, 2013",400.0,,2.2,65898
The Girl In The Red Coat,https://www.amazon.com/Girl-Red-Coat-Kate-Hamer/dp/0571313264/ref=sr_1_1?keywords=The+Girl+in+the+Red+Coat+by+Kate+Hamer&qid=1696962737&sr=8-1,Kate Hamer,Faber & Faber; UK ed. edition,"December 24, 2015",384.0,,3.3,77850
Moon Tiger,https://www.amazon.com/Moon-Tiger-Penelope-Lively-audiobook/dp/B07H7Q841V/ref=sr_1_1?crid=174NBBJNIAJ3I&keywords=Moon+Tiger_Lively&qid=1682094358&s=audible&sprefix=moon+tiger_lively%2Caudible%2C314&sr=1-1,Penelope Lively,Grove Press,"September 18, 1997",208.0,,4.5,20622
"Everybody Lies: Big Data, New Data, And What The Internet Can Tell Us About Who We Really Are",https://www.amazon.com/Everybody-Lies-Internet-About-Really/dp/0062390864/ref=sr_1_1?keywords=Everybody+Lies+by+Seth+Stephens-Davidowitz&qid=1696997479&sr=8-1,Seth Stephens-Davidowitz,Dey Street Books; Reprint edition,"February 20, 2018",352.0,,4.6,15821
Farewell To Manzanar,https://www.amazon.com/Farewell-Manzanar-Jeanne-Wakatsuki-Houston/dp/0329050133/ref=sr_1_2?crid=3UT7TMTAWBO8A&keywords=Farewell+to+Manzanar_Houston%2C+James+D.+Houston&qid=1683084572&sprefix=farewell+to+manzanar_houston%2C+james%2Caps%2C606&sr=8-2,Jeanne Wakatsuki Houston; James D. Houston,Bantam Books,"January 1, 1974",145.0,,3.0,19141
