title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
The Simple Art Of Murder,https://www.amazon.com/Simple-Art-Murder-Raymond-Chandler/dp/0394757653/ref=sr_1_1?keywords=The+Simple+Art+Of+Murder+by+Raymond+Chandler&qid=1696980560&sr=8-1,Raymond Chandler,Vintage Crime/Black Lizard; Reissue edition,"September 12, 1988",384.0,,3.5,33753
Midnight At The Dragon Cafe: A Novel,https://www.amazon.com/Midnight-Dragon-Cafe-Novel-Awards/dp/1582431892/ref=sr_1_1?keywords=Midnight+at+the+Dragon+Cafe+by+Judy+Fong+Bates&qid=1697059171&sr=8-1,Judy Fong Bates,Counterpoint,"March 23, 2005",336.0,,4.1,29867
The Waiting Years,https://www.amazon.com/The-Waiting-Years/dp/4770007949/ref=sr_1_1?keywords=The+Waiting+Years+by+Fumiko+Enchi&qid=1697032607&sr=8-1,Fumiko Enchi,,,0.0,,2.1,33644
The Year We Disappeared: A Father - Daughter Memoir,https://www.amazon.com/Year-We-Disappeared-Father-Daughter/dp/1599904543/ref=sr_1_1?crid=3F9KJ1QF4AKPR&keywords=the+year+we+disappeared+busby&qid=1682216142&sprefix=the+year+we+disappeared_busby%2Caps%2C541&sr=8-1,Cylin Busby,Bloomsbury USA Childrens; Reprint edition,"April 1, 2010",368.0,14,3.4,97436
The Bingo Palace: A Novel,https://www.amazon.com/Bingo-Palace-Novel-Louise-Erdrich/dp/0061129755/ref=sr_1_1?keywords=The+Bingo+Palace+by+Louise+Erdrich&qid=1697054915&sr=8-1,Louise Erdrich,Harper Perennial,"June 13, 2017",274.0,,4.0,11631
Violets Are Blue,https://www.amazon.com/Violets-are-Blue-Alex-Cross/dp/0755349350/ref=sr_1_1?keywords=Violets+Are+Blue+by+James+Patterson&qid=1696961552&sr=8-1,James Patterson,Headline Book Publishing; International Edition,"January 1, 2009",480.0,,3.1,54010
Thank You For Being Late,https://www.amazon.com/Thank-You-Being-Late-Accelerations/dp/0141985755/ref=sr_1_1?keywords=Thank+You+For+Being+Late+by+Thomas+L.+Friedman&qid=1696998049&sr=8-1,T. Friedman,Penguin Random House UK,"October 24, 2017",496.0,,2.8,45170
The Boy In The Black Suit,https://www.amazon.com/Boy-Black-Suit-Jason-Reynolds/dp/1442459514/ref=sr_1_1?keywords=The+Boy+in+the+Black+Suit+by+Jason+Reynolds&qid=1696963925&sr=8-1,Jason Reynolds,Atheneum/Caitlyn Dlouhy Books; Reprint edition,"August 16, 2016",304.0,12,1.4,34222
Troy,https://www.amazon.com/Troy-Adele-Geras/dp/B0032YD4KE/ref=sr_1_1?keywords=Troy+by+Ad%C3%A8le+Geras&qid=1697472708&sr=8-1,Adèle Geras,Clarion Books; Reprint edition,"June 6, 2017",368.0,14,4.6,15308
Daytripper,https://www.amazon.com/Daytripper-Gabriel-B%C3%A1-F%C3%A1bio-Moon/dp/9896825890/ref=sr_1_14?crid=3VE1KN8DGV99K&keywords=Daytripper+Gabriel+B%C3%A1%2CF%C3%A1bio+Moon&qid=1666810709&qu=eyJxc2MiOiIwLjU5IiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=daytripper+gabriel+b%C3%A1%2Cf%C3%A1bio%2Caps%2C641&sr=8-14,"Fábio Moon, Gabriel Bá",Levoir,"August 18, 2016",256.0,,1.9,12826
Dope Sick,https://www.amazon.com/Dope-Sick-Walter-Dean-Myers/dp/0061214795/ref=sr_1_1?keywords=Dope+Sick+by+Walter+Dean+Myers&qid=1697056394&sr=8-1,Walter Dean Myers,Amistad Books for Young Readers; Reprint edition,"February 2, 2010",208.0,14,2.8,19390
Rare Antique Shadow Of Crescent Moon Fatima Bhutto Uncorrected Proof Advance First Edition [Paperback] Fatima Bhutto,https://www.amazon.com/Antique-Shadow-Crescent-Uncorrected-Advance/dp/B0BS6R1L97/ref=sr_1_2?keywords=The+Shadow+of+the+Crescent+Moon+by+Fatima+Bhutto&qid=1697059502&sr=8-2,Fatima Bhutto,Generic,"January 1, 2015",233.0,,3.6,50242
Affinity,https://www.amazon.com/Affinity-Sarah-Waters/dp/1573228737/ref=sr_1_1?keywords=Affinity+by+Sarah+Waters&qid=1697010455&sr=8-1,Sarah Waters,Riverhead Books; Reprint edition,"January 8, 2002",368.0,,4.2,29890
Fire Shut Up In My Bones,https://www.amazon.com/Fire-Shut-Up-My-Bones/dp/0544570111/ref=sr_1_1?keywords=Fire+Shut+Up+in+My+Bones+by+Charles+M.+Blow&qid=1696960505&sr=8-1,Charles M. Blow,Mariner Books; Reprint edition,"September 1, 2015",240.0,,4.5,30870
"Seanan Mcguire'S Wayward Children, Volumes 1-3: Every Heart A Doorway, Down Among The Sticks And Bones, Beneath The Sugar Sky",https://www.amazon.com/Seanan-McGuires-Wayward-Children-Volumes/dp/125078428X/ref=sr_1_2?crid=33OIH7II40X53&keywords=Every+Heart+A+Doorway_McGuire&qid=1682649723&sprefix=every+heart+a+doorway_mcguire%2Caps%2C539&sr=8-2,Seanan Mcguire,Tordotcom; Reprint edition,"November 17, 2020",0.0,,4.6,83111
Finding Winnie (2015) (Korea Edition),https://www.amazon.com/Finding-Winnie-Story-Worlds-Famous/dp/0316324906/ref=sr_1_1?keywords=Finding+Winnie+by+Lindsay+Mattick&qid=1697032049&sr=8-1,Icewil,,,0.0,4,4.3,8736
South Of Broad: A Novel,https://www.amazon.com/South-of-Broad-Pat-Conroy-audiobook/dp/B002L7KSX4/ref=sr_1_1?crid=3SDMXESFSETY0&keywords=South+of+Broad+Pat+Conroy&qid=1666726168&qu=eyJxc2MiOiIyLjAxIiwicXNhIjoiMS43NSIsInFzcCI6IjEuOTIifQ%3D%3D&sprefix=south+of+broad+pat+conroy%2Caps%2C567&sr=8-1,Pat Conroy,Dial Press Trade Paperbacks; First Edition,"May 4, 2010",514.0,,2.5,66220
Santa Evita,https://www.amazon.com/Santa-Evita-Tomas-Eloy-Martinez/dp/0679768149/ref=sr_1_1?keywords=Santa+Evita+by+Tom%C3%A1s+Eloy+Mart%C3%ADnez&qid=1697033375&sr=8-1,Tomas Eloy Martinez,Vintage; Reprint edition,"July 29, 1997",384.0,,4.0,67052
A Boy At War: A Novel Of Pearl Harbor,https://www.amazon.com/Boy-War-Novel-Pearl-Harbor/dp/0689841604/ref=sr_1_1?keywords=A+Boy+at+War+by+Harry+Mazer&qid=1697035290&sr=8-1,Harry Mazer,Simon & Schuster Books for Young Readers; Reprint edition,"November 1, 2002",112.0,10,3.0,18010
Young Jane Young,https://www.amazon.com/Young-Jane-Novel-Gabrielle-Zevin/dp/1616208694/ref=sr_1_1?keywords=Young+Jane+Young+by+Gabrielle+Zevin&qid=1697027230&sr=8-1,Gabrielle Zevin,Algonquin Books; Reprint edition,"May 1, 2018",319.0,,3.1,40661
"Blue Lily, Lily Blue (The Raven Cycle)",https://www.amazon.com/Blue-Lily-Raven-Cycle/dp/0545424976/ref=sr_1_1?keywords=Blue+Lily%2C+Lily+Blue+by+Maggie+Stiefvater&qid=1697024051&sr=8-1,Maggie Stiefvater,Scholastic Press; Reprint edition,"December 29, 2015",400.0,14,4.4,3655
"The Anti-Politics Machine: Development, Depoliticization, And Bureaucratic Power In Lesotho",https://www.amazon.com/Anti-Politics-Machine-Development-Depoliticization-Bureaucratic/dp/0816624372/ref=sr_1_1?keywords=The+Anti-Politics+Machine+by+James+Ferguson&qid=1697034606&sr=8-1,James Ferguson,Univ Of Minnesota Press; New edition,"February 1, 1994",336.0,,4.6,39468
Four Blind Mice (Alex Cross),https://www.amazon.com/Four-Blind-Mice-Alex-Cross/dp/0755349369/ref=sr_1_1?keywords=Four+Blind+Mice+by+James+Patterson&qid=1696960868&sr=8-1,James Patterson,Headline Publishing Group; International Edition,"January 1, 2010",387.0,,3.7,93773
The Ruby In The Smoke: A Sally Lockhart Mystery,https://www.amazon.com/Ruby-Smoke-Sally-Lockhart-Mystery/dp/037584516X/ref=sr_1_1?keywords=The+Ruby+in+the+Smoke+by+Philip+Pullman&qid=1697013679&sr=8-1,Philip Pullman,Ember; Reprint edition,"September 9, 2008",230.0,12,1.3,3782
"Blood Red Horse (The Degranville Trilogy, 1)",https://www.amazon.com/Blood-Red-Horse-deGranville-Trilogy/dp/0802777341/ref=sr_1_1?keywords=Blood+Red+Horse+by+K.+M.+Grant&qid=1697003662&sr=8-1,K. M. Grant,Bloomsbury USA Childrens; Reprint edition,"April 1, 2006",320.0,10,4.4,32026
The Book Of Revelation: The Seven Seals,https://www.amazon.com/Book-Revelation-Seven-Seals/dp/B0BF2P7TDB/ref=sr_1_11?keywords=Book+of+Revelation+by+John+the+Apostle&qid=1697000615&sr=8-11,John Greg Stinson,Independently published,"September 13, 2022",105.0,,1.5,47893
Playing For Keeps: Michael Jordan And The World He Made,https://www.amazon.com/Playing-Keeps-Michael-Jordan-World/dp/0767904443/ref=sr_1_1?keywords=Playing+for+Keeps+by+David+Halberstam&qid=1697007454&sr=8-1,David Halberstam,Crown; 1st Broadway Books trade pbk. ed edition,"February 1, 2000",432.0,,1.5,62886
The Courage Of Sarah Noble,https://www.amazon.com/Courage-Sarah-Noble-Alice-Dalgliesh/dp/0689715404/ref=sr_1_1?keywords=The+Courage+of+Sarah+Noble+by+Alice+Dalgliesh&qid=1697011171&sr=8-1,Alice Dalgliesh,Aladdin; Reissue edition,"October 30, 1991",64.0,6,3.7,55908
Cracker!: The Best Dog In Vietnam,https://www.amazon.com/Cracker-Best-Vietnam-Cynthia-Kadohata/dp/141690638X/ref=sr_1_1?keywords=Cracker+by+Cynthia+Kadohata&qid=1696982872&sr=8-1,Cynthia Kadohata,Atheneum Books for Young Readers; Reprint edition,"October 7, 2008",336.0,8,3.5,24288
Angela Davis: An Autobiography,https://www.amazon.com/Angela-Davis-Autobiography-Y/dp/0717806677/ref=sr_1_5?keywords=Angela+Davis+by+Angela+Y.+Davis&qid=1697058297&sr=8-5,Angela Y. Davis,International Publishers Co; Later Printing edition,"November 4, 2013",416.0,,1.8,7849
Executive,https://www.amazon.com/Executive-Piers-Anthony-audiobook/dp/B00VU38LSO/ref=sr_1_1?crid=1EHSBA7AMKMTT&keywords=executive+anthony&qid=1683030098&s=audible&sprefix=executive_anthony%2Caudible%2C347&sr=1-1,Piers Anthony,Xlibris; 1st edition,"June 1, 2000",312.0,,2.6,19565
Legacy Of Ashes: The History Of The Cia,https://www.amazon.com/Legacy-Ashes-History-Tim-Weiner/dp/0307389006/ref=sr_1_1?keywords=Legacy+Of+Ashes+by+Tim+Weiner&qid=1697058591&sr=8-1,Tim Weiner,Anchor; Reprint edition,"May 20, 2008",848.0,,2.9,52589
Iboy,https://www.amazon.com/iBoy-Kevin-Brooks-ebook/dp/B005HE2O30/ref=sr_1_1?keywords=iBoy&qid=1675915100&sr=8-1,K. Brooks,Penguin Books,"January 1, 2010",304.0,,1.0,25158
"Radical Candor [Paperback] [Jan 01, 2018] Kim Scott",https://www.amazon.com/Radical-Candor-KIM-SCOTT/dp/1509845380/ref=sr_1_5?keywords=Radical+Candor+by+Kim+Scott&qid=1696990172&sr=8-5,Kim Malone Scott,PAN MACMILLAN U.K,"International Edition, January 1, 2018",272.0,,3.8,79987
Flying Home: And Other Stories,https://www.amazon.com/Flying-Home-Stories-Ralph-Ellison/dp/0679776613/ref=sr_1_1?keywords=Flying+Home+by+Ralph+Ellison&qid=1697005187&sr=8-1,Ralph Ellison,Vintage; 1st Vintage International ed edition,"January 12, 1998",240.0,,3.5,28181
A Piece Of Steak,https://www.amazon.com/Piece-Steak-Jack-London/dp/1535005793/ref=sr_1_1?keywords=A+Piece+of+Steak+by+Jack+London&qid=1697063861&sr=8-1,Jack London,CreateSpace Independent Publishing Platform,"June 29, 2016",46.0,,1.1,19740
Gargoyle,https://www.amazon.com/Gargoyle-Andrew-Davidson/dp/3833306688/ref=sr_1_3?keywords=The+Gargoyle+by+Andrew+Davidson&qid=1697022363&sr=8-3,Andrew Davidson,Berliner Taschenbuch Verl,"August 21, 2010",,,1.1,90948
Privilège Noir: L’Opportunité Est Pour Celui Qui La Crée | D’Après Le Best-Seller De Charlamagne Tha God (French Edition),https://www.amazon.com/Privil%C3%A8ge-noir-Lopportunit%C3%A9-best-seller-Charlamagne/dp/B0BW35YF6H/ref=sr_1_9?keywords=Black+Privilege+by+Charlamagne+Tha+God&qid=1697039008&sr=8-9,"Charlamagne Tha God, Les Éditions La Comédie Française, Infinitus Graphics, Mélissa Binet, Julien Courgeau, Vikki Hastings",Independently published,"March 2, 2023",380.0,,3.1,4210
The Professor'S House (Vintage Classics),https://www.amazon.com/Professors-House-Vintage-Classics/dp/0679731806/ref=sr_1_1?keywords=The+Professor%27s+House+by+Willa+Cather&qid=1697043212&sr=8-1,Willa Cather,Vintage; Reissue edition,"October 31, 1990",258.0,,4.0,34446
"Carve The Mark (Carve The Mark, 1)",https://www.amazon.com/Carve-Mark-Veronica-Roth/dp/0062348647/ref=sr_1_1?keywords=Carve+the+Mark+by+Veronica+Roth&qid=1697017882&sr=8-1,Veronica Roth,Katherine Tegen Books; Reprint edition,"December 26, 2017",512.0,14,1.8,2167
If You Come Softly,https://www.amazon.com/You-Come-Softly-Jacqueline-Woodson/dp/0142415227/ref=sr_1_1?keywords=If+You+Come+Softly+by+Jacqueline+Woodson&qid=1697015970&sr=8-1,Jacqueline Woodson,Nancy Paulsen Books; Reprint edition,"January 7, 2010",224.0,12,2.8,30664
The Ginger Man,https://www.amazon.com/Ginger-Man-60th-Anniversary-Limited/dp/1843516462/ref=tmm_hrd_swatch_0?_encoding=UTF8&qid=1688137062&sr=1-1,J. P. Donleavy,Grove Press,"July 13, 2010",368.0,,4.5,58753
"The Labyrinth Of Solitude: The Other Mexico, Return To The Labyrinth Of Solitude, Mexico And The United States, The Philanthropic Ogre (Winner Of The Nobel Prize)",https://www.amazon.com/Labyrinth-Solitude-Mexico-Return-Philanthropic/dp/080215042X/ref=sr_1_1?keywords=The+Labyrinth+of+Solitude+by+Octavio+Paz&qid=1697064246&sr=8-1,Octavio Paz,Grove Press; Later Printing Used edition,"January 12, 1994",398.0,,4.0,63928
Soldier'S Heart: Novel-Ties Study Guide,https://www.amazon.com/Soldiers-Heart-Novel-Ties-Study-Guide/dp/076753543X/ref=sr_1_1?keywords=Soldier%27s+Heart+by+Gary+Paulsen&qid=1697005241&sr=8-1,Gary Paulsen,Learning Links; Teachers Guide edition,"December 31, 2005",26.0,10,2.4,97402
"No Choirboy: Murder, Violence, And Teenagers On Death Row",https://www.amazon.com/No-Choirboy-Murder-Violence-Teenagers/dp/1250044456/ref=sr_1_1?keywords=No+Choirboy+by+Susan+Kuklin&qid=1697471883&sr=8-1,Susan Kuklin,Square Fish; First Edition,"August 12, 2014",240.0,14,3.7,15233
Farewell To Manzanar,https://www.amazon.com/Farewell-Manzanar-Jeanne-Wakatsuki-Houston/dp/0329050133/ref=sr_1_2?crid=3UT7TMTAWBO8A&keywords=Farewell+to+Manzanar_Houston%2C+James+D.+Houston&qid=1683084572&sprefix=farewell+to+manzanar_houston%2C+james%2Caps%2C606&sr=8-2,Jeanne Wakatsuki Houston; James D. Houston,Bantam Books,"January 1, 1974",145.0,,2.5,76573
Circus Mirandus,https://www.amazon.com/Circus-Mirandus-Cassie-Beasley/dp/8522032289/ref=sr_1_4?crid=1UFKNY1JMT8A5&keywords=Circus+Mirandus_Beasley&qid=1682393479&s=instant-video&sprefix=circus+mirandus_beasley%2Cinstant-video%2C425&sr=1-4,Cassie Beasley,Agir Now,"March 29, 2016",288.0,,2.9,13447
La Increíble Y Triste Historia De La Cándida Eréndira Y De Su Abuela Desalmada / The Incredible And Sad Tale Of Innocent Eréndira And Her Heartless Grandmo (Spanish Edition),https://www.amazon.com/incre%C3%ADble-historia-c%C3%A1ndida-Er%C3%A9ndira-desalmada/dp/0307475786/ref=sr_1_4?keywords=Innocent+Erendira+by+Gabriel+Garc%C3%ADa+M%C3%A1rquez&qid=1697011340&sr=8-4,Gabriel García Márquez,Vintage Espanol; Reprint edition,"August 31, 2010",160.0,,3.8,19096
The Art Forger: A Novel,https://www.amazon.com/Art-Forger-Novel-B-Shapiro/dp/1616203161/ref=sr_1_1?keywords=The+Art+Forger+by+B.+A.+Shapiro&qid=1697063312&sr=8-1,B. A. Shapiro,Algonquin Books; Later Printing edition,"May 21, 2013",384.0,,4.9,23437
The Courage To Be Disliked (Malayalam Edition),https://www.amazon.com/Courage-be-Disliked-Malayalam/dp/9355432224/ref=sr_1_3?keywords=The+Courage+to+Be+Disliked+by+Ichiro+Kishimi&qid=1697034531&sr=8-3,Ichiro Kishimi,Manjul Publishing House Pvt Ltd,"June 21, 2023",304.0,,4.7,3951
Let Us Now Praise Famous Men,https://www.amazon.com/Let-Now-Praise-Famous-Men/dp/0618127496/ref=sr_1_1?keywords=Let+Us+Now+Praise+Famous+Men+by+James+Agee&qid=1697010004&sr=8-1,Walker Evans,Mariner Books Classics; Illustrated edition,"Illustrated, August 14, 2001",432.0,,3.7,75734
Welding With Children: Stories,https://www.amazon.com/Welding-Children-Stories-Tim-Gautreaux/dp/0312428790/ref=sr_1_1?keywords=Welding+with+Children+by+Tim+Gautreaux&qid=1697005333&sr=8-1,Tim Gautreaux,Picador; First Edition,"January 6, 2009",224.0,,3.4,20860
I'Ll Give You The Sun,https://www.amazon.com/Ill-Give-You-Jandy-Nelson/dp/0142425761/ref=sr_1_1?keywords=I%27ll+Give+You+the+Sun+by+Jandy+Nelson&qid=1697015860&sr=8-1,Jandy Nelson,Dial Books; Reprint edition,"October 27, 2015",400.0,14,3.6,64156
The Jesuit Guide To (Almost) Everything: A Spirituality For Real Life,https://www.amazon.com/Jesuit-Guide-Almost-Everything-Spirituality/dp/0061432695/ref=sr_1_1?keywords=The+Jesuit+Guide+to+Almost+Everything+by+SJ+James+Martin&qid=1697039633&sr=8-1,James Martin,HarperOne; 32097th edition,"March 6, 2012",436.0,,2.1,88730
The Patron Saint Of Liars: A Novel,https://www.amazon.com/Patron-Saint-Liars-Ann-Patchett/dp/0547520204/ref=sr_1_1?keywords=The+Patron+Saint+of+Liars+by+Ann+Patchett&qid=1697010296&sr=8-1,Ann Patchett,Harper Perennial; Reprint edition,"Deckle Edge, July 11, 2023",400.0,,1.1,60247
"Rare John Updike / A&P Signed 1St Edition 1986 [Paperback] Updike, John",https://www.amazon.com/Rare-John-Updike-Signed-1986/dp/B0964D4WVV/ref=sr_1_3?keywords=A%26P+by+John+Updike&qid=1697003192&sr=8-3,John Updike,Generic,"January 1, 1986",0.0,,4.6,24759
The Postmistress,https://www.amazon.com/Postmistress-Sarah-Blake/dp/0425238695/ref=sr_1_1?keywords=The+Postmistress+by+Sarah+Blake&qid=1697045800&sr=8-1,Sarah Blake,Berkley Books; Reprint edition,"February 1, 2011",371.0,,1.3,29260
Stranger In The Woods: A Photographic Fantasy (Connect-It),https://www.amazon.com/Stranger-Woods-Photographic-Fantasy-Snowflake/dp/098276250X/ref=sr_1_1?crid=2S5GJS7OT61VT&keywords=Stranger+in+the+Woods+Jean+Stoick%2CCarl+R.+Sams+II&qid=1666840973&qu=eyJxc2MiOiIwLjYwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=stranger+in+the+woods+jean+stoick%2C%2Caps%2C587&sr=8-1,Ii Sams Carl R.,EDCO Publishing,"January 1, 2000",66.0,2,2.0,12296
Lost City Radio,https://www.amazon.com/Lost-City-Radio-Daniel-Alarcon/dp/0060594810/ref=sr_1_1?keywords=Lost+City+Radio+by+Daniel+Alarc%C3%B3n&qid=1697010170&sr=8-1,Daniel Alarcon,Harper Perennial; Reprint edition,"February 5, 2008",257.0,,4.3,54571
Under The Tuscan Sun: At Home In Italy,https://www.amazon.com/Under-Tuscan-Sun-Home-Italy/dp/0767900383/ref=sr_1_1?keywords=Under+the+Tuscan+Sun+by+Frances+Mayes&qid=1697046888&sr=8-1,Frances Mayes,Crown; Reprint edition,"September 2, 1997",320.0,,1.6,16175
The Green Glass Sea (The Gordon Family Saga),https://www.amazon.com/Green-Glass-Gordon-Family-Saga/dp/0142411493/ref=sr_1_1?keywords=The+Green+Glass+Sea+by+Ellen+Klages&qid=1697002272&sr=8-1,Ellen Klages,Puffin Books; Reprint edition,"May 1, 2008",368.0,8,4.2,38102
The Rock And The River (Coretta Scott King - John Steptoe Award For New Talent),https://www.amazon.com/Rock-River-Coretta-Scott-King/dp/1416978038/ref=sr_1_1?keywords=The+Rock+and+The+River+by+Kekla+Magoon&qid=1697050464&sr=8-1,Kekla Magoon,Aladdin; Reprint edition,"April 6, 2010",304.0,9,2.7,76000
Wild At Heart,https://www.amazon.com/Wild-at-Heart-Patricia-Gaffney-ebook/dp/B0BLRV3GBT/ref=sr_1_1?crid=2ST8G0LOA5MGL&keywords=wild+at+heart+gaffney&qid=1683060776&s=instant-video&sprefix=wild+at+heart_gaffney%2Cinstant-video%2C398&sr=1-1,Patricia Gaffney,NAL Trade; Reprint edition,"April 1, 2002",384.0,,3.8,26523
Kabul Beauty School: An American Woman Goes Behind The Veil,https://www.amazon.com/Kabul-Beauty-School-American-Behind/dp/0812976738/ref=sr_1_1?crid=3CS596TNWBRAN&keywords=Kabul+Beauty+School_Deborah+Rodriguez&qid=1682704355&s=instant-video&sprefix=kabul+beauty+school_deborah+rodr%2Cinstant-video%2C611&sr=1-1,Deborah Rodriguez,Random House Trade Paperbacks; Reprint edition,"December 18, 2007",320.0,,1.2,57339
Fingersmith,https://www.amazon.com/Fingersmith-Sarah-Waters/dp/1573229725/ref=sr_1_1?keywords=Fingersmith+by+Sarah+Waters&qid=1697047744&sr=8-1,Sarah Waters,Riverhead Books; First Edition,"October 1, 2002",582.0,,3.1,39830
This Side Of Paradise: Premium Edition - Illustrated,https://www.amazon.com/This-Side-Paradise-Premium-Illustrated/dp/1532864884/ref=sr_1_4?keywords=This+Side+of+Paradise+by+F.+Scott+Fitzgerald&qid=1696973590&sr=8-4,F. Scott Fitzgerald,CreateSpace Independent Publishing Platform,"April 23, 2016",190.0,,2.5,5133
Goddess Of Yesterday,https://www.amazon.com/Goddess-Yesterday-Caroline-B-Cooney/dp/038573865X/ref=sr_1_1?crid=2TPEQ5RCIHK0Z&keywords=Goddess+Of+Yesterday_Cooney&qid=1681871851&s=instant-video&sprefix=goddess+of+yesterday_cooney%2Cinstant-video%2C523&sr=1-1,Caroline B. Cooney,Ember; Reprint edition,"May 12, 2009",272.0,12,2.4,86210
The Cancer Journals,https://www.amazon.com/Cancer-Journals-Audre-Lorde/dp/0143135201/ref=sr_1_1?keywords=The+Cancer+Journals+by+Audre+Lorde&qid=1697050521&sr=8-1,Audre Lorde,Penguin Classics,"October 13, 2020",96.0,,3.0,72714
The Shock Of The Fall (Chinese Edition),https://www.amazon.com/Shock-Fall-Chinese-Nathan-Filer/dp/7229096553/ref=sr_1_3?keywords=The+Shock+of+the+Fall+by+Nathan+Filer&qid=1697041063&sr=8-3,Nathan Filer,Chongqing Press; First Edition,"October 1, 2015",296.0,,2.5,34613
"The Condemnation Of Blackness: Race, Crime, And The Making Of Modern Urban America, With A New Preface",https://www.amazon.com/Condemnation-Blackness-Making-America-Preface/dp/0674238141/ref=sr_1_1?keywords=The+Condemnation+of+Blackness+by+Khalil+Gibran+Muhammad&qid=1696986960&sr=8-1,Khalil Gibran Muhammad,Harvard University Press; 2nd edition,"July 22, 2019",416.0,,1.4,62358
Ghost Hawk,https://www.amazon.com/Ghost-Hawk-Susan-Cooper/dp/1442481420/ref=sr_1_1?keywords=Ghost+Hawk+by+Susan+Cooper&qid=1697006469&sr=8-1,Susan Cooper,Margaret K. McElderry Books; Reprint edition,"August 26, 2014",352.0,10,1.8,36062
"The Lemonade Crime (The Lemonade War Series, 2)",https://www.amazon.com/Lemonade-Crime-War/dp/0547722370/ref=sr_1_1?keywords=The+Lemonade+Crime+by+Jacqueline+Davies&qid=1697006662&sr=8-1,Jacqueline Davies,Clarion Books; Reprint edition,"October 11, 2022",160.0,8,3.0,75860
The Tequila Worm,https://www.amazon.com/Tequila-Worm-Viola-Canales/dp/0375840893/ref=sr_1_1?keywords=The+Tequila+Worm+by+Viola+Canales&qid=1697035199&sr=8-1,Viola Canales,Wendy Lamb Books; Reprint edition,"March 13, 2007",208.0,12,3.4,55787
Love Anthony,https://www.amazon.com/Love-Anthony-Lisa-Genova/dp/143916469X/ref=sr_1_1?keywords=Love+Anthony+by+Lisa+Genova&qid=1697082181&sr=8-1,Lisa Genova,Gallery Books; 3.3.2013 edition,"April 2, 2013",336.0,,3.8,40427
How To Win Friends And Influence People In The Digital Age (Dale Carnegie Books),https://www.amazon.com/How-Friends-Influence-People-Digital/dp/1451612591/ref=sr_1_10?keywords=How+to+Win+Friends+and+Influence+People+by+Dale+Carnegie&qid=1697471081&sr=8-10,Dale Carnegie,Simon & Schuster; Reprint edition,"December 25, 2012",272.0,,2.5,84312
Chicken Soup For The Teenage Soul Iv,https://www.amazon.com/Chicken-Soup-Teenage-Soul-IV/dp/0439746108/ref=sr_1_11?crid=2DZGUQSPB7RT3&keywords=Chicken+Soup+for+the+Teenage+Soul_Hansen%2C+Jack+Canfield%2C+Kimberly+Kirberger&qid=1682421620&s=instant-video&sprefix=chicken+soup+for+the+teenage+soul_hansen%2C%2Cinstant-video%2C678&sr=1-11,"Kimberly Canfield, Jack; Hansen, Mark Victor; Kirberger",Scolastic Inc; First Scholastic Printing edition,"January 1, 2005",0.0,,4.4,72637
The Runaway Species: How Human Creativity Remakes The World,https://www.amazon.com/Runaway-Species-human-creativity-remakes/dp/1948226030/ref=sr_1_1?crid=3EZHVGJANNQ13&keywords=The+Runaway+Species_Anthony+Brandt&qid=1682157104&sprefix=the+runaway+species_anthony+brand%2Caps%2C540&sr=8-1,David Eagleman,Catapult; Reprint edition,"June 19, 2018",304.0,,1.5,25804
When Nietzsche Wept: A Novel Of Obsession,https://www.amazon.com/When-Nietzsche-Wept-Novel-Obsession/dp/0062009303/ref=sr_1_1?keywords=When+Nietzsche+Wept+by+Irvin+D.+Yalom&qid=1697049956&sr=8-1,Irvin D. Yalom,Harper Perennial Modern Classics; Reprint edition,"November 10, 2020",352.0,,2.6,30750
The Red Necklace,https://www.amazon.com/Red-Necklace-Sally-Gardner/dp/0803731000/ref=sr_1_1?keywords=The+Red+Necklace+by+Sally+Gardner&qid=1696975636&sr=8-1,Sally Gardner,Speak; Reprint edition,"September 17, 2009",378.0,12,4.2,33306
The Revenge Of Geography: What The Map Tells Us About Coming Conflicts And The Battle Against Fate,https://www.amazon.com/Revenge-Geography-Coming-Conflicts-Against/dp/0812982223/ref=sr_1_1?keywords=The+Revenge+of+Geography+by+Robert+D.+Kaplan&qid=1696977247&sr=8-1,Robert D. Kaplan,Random House Trade Paperbacks; Reprint edition,"September 10, 2013",448.0,,4.3,65755
Weeping Under This Same Moon,https://www.amazon.com/Weeping-Under-This-Same-Moon/dp/0981491006/ref=sr_1_1?keywords=Weeping+Under+This+Same+Moon+by+Jana+Laiz&qid=1697016020&sr=8-1,Jana Laiz,Crow Flies Press; Trade Paper edition,"May 31, 2008",271.0,13,4.4,1708
Colors Of The Mountain: A Memoir,https://www.amazon.com/Colors-Mountain-Chen/dp/0385720602/ref=sr_1_1?keywords=Colors+of+the+Mountain+by+Da+Chen&qid=1697471434&sr=8-1,Da Chen,Anchor; Trade Paperback Edition,"January 16, 2001",320.0,,2.8,64503
