title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
A Human Being Died That Night: A South African Woman Confronts The Legacy Of Apartheid,https://www.amazon.com/Human-Being-Died-That-Night/dp/0618446591/ref=sr_1_1?keywords=A+Human+Being+Died+That+Night+by+Pumla+Gobodo-Madikizela&qid=1697471662&sr=8-1,Pumla Gobodo-Madikizela,Mariner Books; 59371st edition,"April 19, 2004",208.0,,1.1,13865
Hatchet,https://www.amazon.com/Hatchet-Gary-Paulsen/dp/1416936475/ref=sr_1_1?keywords=Hatchet+by+Gary+Paulsen&qid=1696984270&sr=8-1,Gary Paulsen,Simon & Schuster Books for Young Readers; Reissue edition,"December 26, 2006",192.0,9+,1.7,90608
A Gracious Plenty,https://www.amazon.com/Gracious-Plenty-Sheri-Reynolds/dp/1618580310/ref=sr_1_1?keywords=A+Gracious+Plenty+by+Sheri+Reynolds&qid=1697022134&sr=8-1,Sheri Reynolds,Turner; 1st edition,"October 2, 2012",225.0,,4.9,34034
Ht Be Woman,https://www.amazon.com/How-Be-Woman-Caitlin-Moran/dp/0062124293/ref=sr_1_1?keywords=How+to+Be+a+Woman&qid=1679148856&s=books&sr=1-1,Caitlin Moran,Perennial; Original edition,"June 28, 2012",320.0,,1.0,34047
Soldier'S Heart: Novel-Ties Study Guide,https://www.amazon.com/Soldiers-Heart-Novel-Ties-Study-Guide/dp/076753543X/ref=sr_1_1?keywords=Soldier%27s+Heart+by+Gary+Paulsen&qid=1697005241&sr=8-1,Gary Paulsen,Learning Links; Teachers Guide edition,"December 31, 2005",26.0,10,3.3,98035
"A Great Deliverance (Inspector Lynley Mysteries, No. 1)",https://www.amazon.com/Great-Deliverance-Inspector-Lynley-Mysteries/dp/0553384791/ref=sr_1_1?keywords=A+Great+Deliverance+by+Elizabeth+George&qid=1696974891&sr=8-1,Elizabeth George,Bantam; Reprint edition,"May 1, 2007",432.0,,4.0,75202
"No Choirboy: Murder, Violence, And Teenagers On Death Row",https://www.amazon.com/No-Choirboy-Murder-Violence-Teenagers/dp/1250044456/ref=sr_1_1?keywords=No+Choirboy+by+Susan+Kuklin&qid=1697471883&sr=8-1,Susan Kuklin,Square Fish; First Edition,"August 12, 2014",240.0,14,1.7,17989
Sing To The Dawn,https://www.amazon.com/Sing-dawn-Minfong-Ho/dp/002179538X/ref=sr_1_2?keywords=Sing+to+the+Dawn+by+Minfong+Ho&qid=1697008698&sr=8-2,Minfong Ho,,,160.0,,3.6,57498
Dover Beach,https://www.amazon.com/Dover-Beach-Leslie-Thomas/dp/0434013269/ref=sr_1_1?keywords=Dover+Beach+by+Leslie+Thomas&qid=1697029256&sr=8-1,Leslie Thomas,,,,,2.4,81183
Una Ofensa Mortal / A Great Reckoning (Inspector Gamache) (Spanish Edition),https://www.amazon.com/Una-ofensa-mortal-Great-Reckoning/dp/B09X5ZQKFK/ref=sr_1_2?crid=1WJ34X4Z5F8W0&keywords=A+Great+Reckoning+Louise+Penny&qid=1666823073&qu=eyJxc2MiOiIxLjU1IiwicXNhIjoiMS40NiIsInFzcCI6IjEuNDYifQ%3D%3D&sprefix=a+great+reckoning+louise+penny%2Caps%2C490&sr=8-2,Louise Penny,Salamandra; 001 edition,"July 12, 2022",528.0,,3.0,11
The Looming Tower: Al-Qaeda And The Road To 9/11,https://www.amazon.com/Looming-Tower-Al-Qaeda-Road-11/dp/1400030846/ref=sr_1_1?keywords=The+Looming+Tower+by+Lawrence+Wright&qid=1697053564&sr=8-1,Lawrence Wright,Knopf Doubleday Publishing Group; Reprint edition,"August 21, 2007",540.0,,1.3,67494
The Stories Of Eva Luna,https://www.amazon.com/Stories-Eva-Luna-Isabel-Allende/dp/1501117130/ref=sr_1_1?keywords=The+Stories+of+Eva+Luna+by+Isabel+Allende&qid=1697035083&sr=8-1,Isabel Allende,Atria; Reprint edition,"April 5, 2016",288.0,,3.1,9516
Laughing Without An Accent: Adventures Of A Global Citizen,https://www.amazon.com/Laughing-Without-Accent-Adventures-Citizen/dp/0345499573/ref=sr_1_1?keywords=Laughing+Without+An+Accent+by+Firoozeh+Dumas&qid=1697043419&sr=8-1,Firoozeh Dumas,Random House Trade Paperbacks; Reprint edition,"August 11, 2009",256.0,14,2.6,21088
"Liar, Temptress, Soldier, Spy: Four Women Undercover In The Civil War",https://www.amazon.com/Liar-Temptress-Soldier-Spy-Undercover/dp/0062092901/ref=sr_1_1?keywords=Liar%2C+Temptress%2C+Soldier%2C+Spy+by+Karen+Abbott&qid=1696974618&sr=8-1,Karen Abbott,Harper Perennial; Reprint edition,"September 8, 2015",544.0,,3.1,19847
Life And Death Are Wearing Me Out: A Novel,https://www.amazon.com/Life-Death-Are-Wearing-Out/dp/1611454271/ref=sr_1_1?keywords=Life+and+Death+are+Wearing+Me+Out+by+Mo+Yan&qid=1697044943&sr=8-1,Mo Yan,Arcade; Reprint edition,"July 1, 2012",552.0,,3.7,34730
The Bean Trees: A Novel,https://www.amazon.com/Bean-Trees-Novel-Barbara-Kingsolver/dp/0061097314/ref=sr_1_1?keywords=The+Bean+Trees+by+Barbara+Kingsolver&qid=1696999583&sr=8-1,Barbara Kingsolver,Harper Perennial Modern Classics; Reprint edition,"Deckle Edge, May 19, 2009",256.0,,3.3,35113
Leaving The Atocha Station,https://www.amazon.com/Leaving-Atocha-Station-Ben-Lerner/dp/1566892740/ref=sr_1_1?keywords=Leaving+the+Atocha+Station+by+Ben+Lerner&qid=1696976224&sr=8-1,Ben Lerner,Coffee House Press; Second Printing edition,"August 23, 2011",186.0,,1.5,11989
The Impossible Will Take A Little While: A Citizen'S Guide To Hope In A Time Of Fear,https://www.amazon.com/Impossible-Will-Take-Little-While/dp/0465031730/ref=sr_1_1?crid=2HAEP6AKJZHES&keywords=the+impossible+will+take+a+little+while+loeb&qid=1681892281&sprefix=the+impossible+will+take+a+little+w%2Caps%2C544&sr=8-1,Paul Rogat Loeb,Basic Books; 2nd edition,"April 29, 2014",496.0,13,4.3,85401
Good Advice Is Rarer Than Rubies,https://www.amazon.com/GOOD-ADVICE-RARER-THAN-RUBIES/dp/B003FJATEA/ref=sr_1_1?crid=358Z2H6FPWCI5&keywords=Good+Advice+is+Rarer+than+Rubies+Salman+Rushdie&qid=1666798469&qu=eyJxc2MiOiIwLjg0IiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=good+advice+is+rarer+than+rubies+salman+%2Caps%2C604&sr=8-1,Salman Rushdie,Pantheon; First Edition,"January 1, 1994",,,3.4,62359
The Defining Decade: Why Your Twenties Matter--And How To Make The Most Of Them Now,https://www.amazon.com/Defining-Decade-Your-Twenties-Matter/dp/1538754231/ref=sr_1_1?crid=18CAWY0LRCKL6&keywords=The+Defining+Decade+Meg+Jay&qid=1666822624&qu=eyJxc2MiOiIxLjIzIiwicXNhIjoiMS4wNCIsInFzcCI6IjEuMTMifQ%3D%3D&sprefix=the+defining+decade+meg+jay%2Caps%2C461&sr=8-1,Meg Jay,Twelve; Revised edition,"March 16, 2021",336.0,,2.3,58014
Book Of Ages: The Life And Opinions Of Jane Franklin,https://www.amazon.com/Book-Ages-Life-Opinions-Franklin/dp/0307948838/ref=sr_1_1?crid=4XRK4FLX3DXF&keywords=Book+of+Ages+Jill+Lepore&qid=1682861990&s=books&sprefix=book+of+ages+%2Cstripbooks-intl-ship%2C524&sr=1-1,Jill Lepore,Vintage; Illustrated edition,"Illustrated, July 1, 2014",464.0,,1.2,89054
Lottery And Other Stories (Fsg Classics),https://www.amazon.com/Lottery-Other-Stories-Anniversary-Classics/dp/1250910153/ref=sr_1_1?keywords=The+Lottery+by+Shirley+Jackson&qid=1697003585&sr=8-1,Shirley Jackson,Picador Paper; Anniversary edition,"June 6, 2023",320.0,,2.4,11466
Stand Up That Mountain: The Battle To Save One Small Community In The Wilderness Along The Appalachian Trail,https://www.amazon.com/Stand-That-Mountain-Wilderness-Appalachian/dp/1451682646/ref=sr_1_1?keywords=Stand+Up+That+Mountain+by+Jay+Erskine+Leutze&qid=1697044825&sr=8-1,Jay Erskine Leutze,Scribner; Reprint edition,"July 30, 2013",400.0,,2.9,70591
Skulduggery Pleasant (Book 1),https://www.amazon.com/Skulduggery-Pleasant-Book-Paperback/dp/0008248788/ref=sr_1_1?crid=3W4K002WXCG10&keywords=Skulduggery+Pleasant_Landy&qid=1682598458&sprefix=skulduggery+pleasant_landy%2Caps%2C540&sr=8-1,Derek Landy,HarperCollinsChildren’sBooks; Reprint edition,"May 1, 2018",384.0,9,2.8,80221
A Soldier Of The Great War,https://www.amazon.com/Soldier-Great-War-Mark-Helprin/dp/0156031132/ref=sr_1_1?keywords=A+Soldier+of+the+Great+War+by+Mark+Helprin&qid=1697014886&sr=8-1,Mark Helprin,Mariner Books; First Edition,"June 1, 2005",880.0,,3.3,56400
The Boy In The Black Suit,https://www.amazon.com/Boy-Black-Suit-Jason-Reynolds/dp/1442459514/ref=sr_1_1?keywords=The+Boy+in+the+Black+Suit+by+Jason+Reynolds&qid=1696963925&sr=8-1,Jason Reynolds,Atheneum/Caitlyn Dlouhy Books; Reprint edition,"August 16, 2016",304.0,12,1.7,34517
"Killer Pizza (Killer Pizza, 1)",https://www.amazon.com/Killer-Pizza-Greg-Taylor/dp/0312674856/ref=sr_1_4?keywords=Killer+Pizza+by+Greg+Taylor&qid=1696977444&sr=8-4,Greg Taylor,Square Fish; Reprint edition,"May 24, 2011",368.0,9,4.2,16216
"Dorothy Must Die Stories: No Place Like Oz, The Witch Must Burn, The Wizard Returns (Dorothy Must Die Novella)",https://www.amazon.com/Dorothy-Must-Die-Stories-Returns/dp/0062280791/ref=sr_1_4?keywords=Dorothy+Must+Die+by+Danielle+Paige&qid=1697015541&sr=8-4,Danielle Paige,HarperCollins; First Edition,"March 3, 2015",416.0,14,2.9,47574
Rainbow Boys,https://www.amazon.com/Rainbow-Boys-Alex-Sanchez/dp/0689857705/ref=sr_1_1?keywords=Rainbow+Boys+by+Alex+Sanchez&qid=1697013075&sr=8-1,Alex Sanchez,S&S Books for Young Readers; Reprint edition,"May 1, 2003",272.0,12,4.3,65223
The Cat Ate My Gymsuit (Puffin Modern Classics),https://www.amazon.com/Cat-Gymsuit-Puffin-Modern-Classics/dp/0142402508/ref=sr_1_1?keywords=The+Cat+Ate+My+Gymsuit+by+Paula+Danziger&qid=1697008232&sr=8-1,Paula Danziger,Puffin Books,"September 23, 2004",147.0,8,3.8,6579
"The Princess Diaries (Princess Diaries, 1)",https://www.amazon.com/Princess-Diaries-Meg-Cabot/dp/0062998455/ref=sr_1_1?keywords=The+Princess+Diaries+by+Meg+Cabot&qid=1697013424&sr=8-1,Meg Cabot,HarperCollins,"October 27, 2020",320.0,11,2.5,83353
Ten Little Indians,https://www.amazon.com/Ten-Little-Indians-Sherman-Alexie/dp/080214117X/ref=sr_1_1?keywords=Ten+Little+Indians+by+Sherman+Alexie&qid=1697004367&sr=8-1,Sherman Alexie,Grove Press; Reprint edition,"March 17, 2004",243.0,,4.8,16054
"The Second Machine Age: Work, Progress, And Prosperity In A Time Of Brilliant Technologies",https://www.amazon.com/Second-Machine-Age-Prosperity-Technologies/dp/0393350649/ref=sr_1_1?crid=IT1QW73T30S6&keywords=The+Second+Machine+Age_Andrew+Mcafee&qid=1682094289&s=instant-video&sprefix=the+second+machine+age_andrew+mca%2Cinstant-video%2C500&sr=1-1,Erik Brynjolfsson,W. W. Norton & Company; Reprint edition,"January 25, 2016",336.0,,4.0,26254
Albion'S Seed: Four British Folkways In America (America: A Cultural History) (Volume I),https://www.amazon.com/Albions-Seed-British-Folkways-cultural/dp/0195069056/ref=sr_1_1?keywords=Albion%27s+Seed+by+David+Hackett+Fischer&qid=1697025594&sr=8-1,David Hackett Fischer,Oxford University Press; 1st edition,"March 14, 1989",984.0,,1.6,86306
If You Could Be Mine: A Novel,https://www.amazon.com/If-You-Could-Be-Mine/dp/1616204559/ref=sr_1_1?keywords=If+You+Could+Be+Mine+by+Sara+Farizan&qid=1696975621&sr=8-1,Sara Farizan,Algonquin Books,"September 9, 2014",272.0,14,2.1,14362
The Odd Couple: A Comedy In Three Acts,https://www.amazon.com/Odd-Couple-Comedy-Three-Acts/dp/0573613311/ref=sr_1_1?keywords=The+Odd+Couple+by+Neil+Simon&qid=1697053415&sr=8-1,Neil Simon,"Samuel French, Inc.; Illustrated edition","February 12, 2010",108.0,,1.5,90631
Avalon High,https://www.amazon.com/Avalon-High-Meg-Cabot/dp/0060755881/ref=sr_1_1?keywords=Avalon+High+by+Meg+Cabot&qid=1697013204&sr=8-1,Meg Cabot,HarperTeen; Reprint edition,"July 3, 2007",320.0,12,2.0,44864
The Boy On The Beach: My Family'S Escape From Syria And Our Hope For A New Home,https://www.amazon.com/Boy-Beach-Familys-Escape-Syria/dp/1501175246/ref=sr_1_1?keywords=The+Boy+on+the+Beach+by+Tima+Kurdi&qid=1697023191&sr=8-1,Tima Kurdi,S&S Canada Adult,"February 26, 2019",304.0,,4.2,97419
I'Ll Give You The Sun,https://www.amazon.com/Ill-Give-You-Jandy-Nelson/dp/0142425761/ref=sr_1_1?keywords=I%27ll+Give+You+the+Sun+by+Jandy+Nelson&qid=1697015860&sr=8-1,Jandy Nelson,Dial Books; Reprint edition,"October 27, 2015",400.0,14,1.7,91586
Stitches: A Memoir,https://www.amazon.com/Stitches-Memoir-David-Small/dp/0393338967/ref=sr_1_1?keywords=Stitches+by+David+Small&qid=1697027912&sr=8-1,David Small,W. W. Norton & Company; Reprint edition,"Illustrated, September 13, 2010",336.0,,4.4,98943
The Rock And The River (Coretta Scott King - John Steptoe Award For New Talent),https://www.amazon.com/Rock-River-Coretta-Scott-King/dp/1416978038/ref=sr_1_1?keywords=The+Rock+and+The+River+by+Kekla+Magoon&qid=1697050464&sr=8-1,Kekla Magoon,Aladdin; Reprint edition,"April 6, 2010",304.0,9,4.5,37418
Blood And Chocolate,https://www.amazon.com/Blood-Chocolate-Annette-Curtis-Klause/dp/0385734212/ref=sr_1_1?keywords=Blood+and+Chocolate+by+Annette+Curtis+Klause&qid=1697012939&sr=8-1,Annette Curtis Klause,Ember,"August 14, 2007",264.0,12,5.0,65070
The Invisible Bridge (Vintage Contemporaries),https://www.amazon.com/Invisible-Bridge-Vintage-Contemporaries/dp/140003437X/ref=sr_1_1?keywords=The+Invisible+Bridge+by+Julie+Orringer&qid=1697024728&sr=8-1,Julie Orringer,Vintage; Reprint edition,"January 25, 2011",784.0,,3.1,99480
Mink River,https://www.amazon.com/Mink-River-Brian-Doyle/dp/0870715852/ref=sr_1_1?keywords=Mink+River+by+Brian+Doyle&qid=1697009608&sr=8-1,Brian Doyle,Oregon State University Press; First Edition,"October 1, 2010",319.0,,3.7,53110
Concussion,https://www.amazon.com/Concussion-Jeanne-Marie-Laskas/dp/0812987578/ref=sr_1_1?keywords=Concussion+by+Jeanne+Marie+Laskas&qid=1697472428&sr=8-1,Jeanne Marie Laskas,Random House Trade Paperbacks; Reprint edition,"November 24, 2015",304.0,,1.6,26878
Skipping Christmas: A Novel,https://www.amazon.com/Skipping-Christmas-Novel-John-Grisham/dp/0440422965/ref=sr_1_1?keywords=Skipping+Christmas+by+John+Grisham&qid=1697047470&sr=8-1,John Grisham,Anchor; Reprint edition,"October 26, 2010",256.0,,1.5,9891
Fifty Shades Darker,https://www.amazon.com/Fifty-Shades-Darker-L-James/dp/0345803493/ref=sr_1_1?keywords=Fifty+Shades+Darker+by+E.+L.+James&qid=1696998411&sr=8-1,E L James,Bloom Books; Reprint edition,"April 17, 2012",576.0,,1.2,74928
I Am Mordred (Silver),https://www.amazon.com/I-Am-Mordred-Tale-Camelot/dp/0698118413/ref=sr_1_1?keywords=I+Am+Mordred+by+Nancy+Springer&qid=1696981091&sr=8-1,Nancy Springer,Hodder Children's Books,"Import, October 19, 2000",192.0,6,4.9,58428
The Year We Disappeared: A Father - Daughter Memoir,https://www.amazon.com/Year-We-Disappeared-Father-Daughter/dp/1599904543/ref=sr_1_1?crid=3F9KJ1QF4AKPR&keywords=the+year+we+disappeared+busby&qid=1682216142&sprefix=the+year+we+disappeared_busby%2Caps%2C541&sr=8-1,Cylin Busby,Bloomsbury USA Childrens; Reprint edition,"April 1, 2010",368.0,14,3.8,32226
Glory Over Everything,https://www.amazon.com/Glory-over-Everything-Kathleen-Grissom/dp/1476748454/ref=sr_1_1?keywords=Glory+Over+Everything+by+Kathleen+Grissom&qid=1697042357&sr=8-1,Kathleen Grissom,Atria; Reprint edition,"February 21, 2017",400.0,,1.4,75526
"When Will There Be Good News? (Jackson Brodie, 3)",https://www.amazon.com/When-Will-There-Good-News/dp/0316012831/ref=sr_1_1?keywords=When+Will+There+Be+Good+News%3F+by+Kate+Atkinson&qid=1697008967&sr=8-1,Kate Atkinson,Back Bay Books; Reprint edition,"January 11, 2010",416.0,,4.0,9013
All The Birds In The Sky,https://www.amazon.com/All-Birds-Charlie-Jane-Anders/dp/0765379953/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1673531622&sr=1-1,Charlie Jane Anders,Tor Books; Reprint edition,"April 11, 2017",320.0,,1.5,99120
Second Chance Summer,https://www.amazon.com/Second-Chance-Summer-Morgan-Matson/dp/1416990682/ref=sr_1_1?keywords=Second+Chance+Summer+by+Morgan+Matson&qid=1696963660&sr=8-1,Morgan Matson,Simon & Schuster Books for Young Readers; Reprint edition,"May 7, 2013",496.0,11,3.3,20818
"Reading With Patrick: A Teacher, A Student, And A Life-Changing Friendship",https://www.amazon.com/Reading-Patrick-Teacher-Life-Changing-Friendship/dp/0812987144/ref=sr_1_1?keywords=Reading+with+Patrick+by+Michelle+Kuo&qid=1696997778&sr=8-1,Michelle Kuo,Random House Trade Paperbacks; Reprint edition,"April 3, 2018",336.0,,3.6,33526
Black Duck,https://www.amazon.com/Black-Duck-Janet-Taylor-Lisle/dp/0142409022/ref=sr_1_1?keywords=Black+Duck+by+Janet+Taylor+Lisle&qid=1696985462&sr=8-1,Janet Taylor Lisle,Puffin Books; Reprint edition,"September 6, 2007",252.0,10,3.6,70699
"Strangers From A Different Shore: A History Of Asian Americans, Updated And Revised Edition",https://www.amazon.com/Strangers-Different-Shore-History-Americans/dp/0316831301/ref=sr_1_1?keywords=Strangers+from+a+Different+Shore+by+Ronald+Takaki&qid=1697082270&sr=8-1,Ronald Takaki,"Little, Brown and Company; Revised and Updated edition","September 23, 1998",640.0,,3.1,35289
The Boy Who Saved Baseball,https://www.amazon.com/Boy-Who-Saved-Baseball/dp/0142402869/ref=sr_1_4?keywords=The+Boy+Who+Saved+Baseball+by+John+H.+Ritter&qid=1696997069&sr=8-4,John Ritter,Viking Books for Young Readers; Reprint edition,"March 17, 2005",224.0,8,2.9,47854
Poirot Investigates - A Hercule Poirot Mystery,https://www.amazon.com/Poirot-Investigates-Agatha-Christie-1953-08-01/dp/B01K3LSFKM/ref=sr_1_1?keywords=Poirot+Investigates+by+Agatha+Christie&qid=1697004400&sr=8-1,Agatha Christie,Independently published,"August 18, 2022",99.0,,2.2,51063
Madame Butterfly: The Story Of The Opera By Giacomo Puccini,https://www.amazon.com/Madame-Butterfly-Story-Giacomo-Puccini/dp/1933327049/ref=sr_1_2?crid=2CZCLEM4GMBD8&keywords=Madame+Butterfly+by+Giacomo+Puccini&qid=1674358974&s=books&sprefix=madame+butterfly+by+giacomo+puccini%2Cstripbooks-intl-ship%2C536&sr=1-2,"J. Alison James, Giacomo Puccini",Purple Bear Books; First Edition,"September 15, 2005",40.0,10,3.4,90233
Stones In Water,https://www.amazon.com/Stones-Water-Donna-Jo-Napoli/dp/0141306009/ref=sr_1_1?keywords=Stones+in+Water+by+Donna+Jo+Napoli&qid=1697013282&sr=8-1,Donna Jo Napoli,Puffin Books; Revised ed. edition,"October 25, 1999",209.0,8,3.4,84815
The Queen Of Katwe: One Girl'S Triumphant Path To Becoming A Chess Champion,https://www.amazon.com/Queen-Katwe-Triumphant-Becoming-Champion/dp/1501127187/ref=sr_1_1?keywords=The+Queen+of+Katwe+by+Tim+Crothers&qid=1697022951&sr=8-1,Tim Crothers,Scribner; Media Tie-In edition,"September 6, 2016",256.0,,3.5,29944
The Summer Prince,https://www.amazon.com/Summer-Prince-Alaya-Dawn-Johnson/dp/0545417805/ref=sr_1_1?keywords=The+Summer+Prince+by+Alaya+Dawn+Johnson&qid=1696988879&sr=8-1,Alaya Dawn Johnson,Arthur A. Levine Books; Reissue edition,"July 29, 2014",304.0,14,3.7,2911
A Crime In The Neighborhood,https://www.amazon.com/Crime-Neighborhood-Suzanne-Berne/dp/1565121651/ref=sr_1_1?keywords=A+Crime+In+The+Neighborhood+by+Suzanne+Berne&qid=1696979222&sr=8-1,Suzanne Berne,Henry Holt; Reprint edition,"July 15, 1998",304.0,,3.1,21446
"Boy Erased: A Memoir Of Identity, Faith, And Family",https://www.amazon.com/Boy-Erased-Memoir-Identity-Family/dp/0735213461/ref=sr_1_1?crid=11VNMDBGGPYEA&keywords=Boy+Erased+Garrard+Conley&qid=1673607568&s=books&sprefix=boy+erased+garrard+conley%2Cstripbooks-intl-ship%2C558&sr=1-1,Garrard Conley,Riverhead Books; Reprint edition,"February 7, 2017",352.0,,1.0,7506
The Division Of Labor In Society,https://www.amazon.com/Division-Labor-Society-Emile-Durkheim/dp/1476749736/ref=sr_1_1?keywords=The+Division+of+Labor+in+Society+by+%C3%89mile+Durkheim&qid=1696979306&sr=8-1,Emile Durkheim,Free Press; 1st edition,"February 25, 2014",416.0,,1.1,92648
The Tequila Worm,https://www.amazon.com/Tequila-Worm-Viola-Canales/dp/0375840893/ref=sr_1_1?keywords=The+Tequila+Worm+by+Viola+Canales&qid=1697035199&sr=8-1,Viola Canales,Wendy Lamb Books; Reprint edition,"March 13, 2007",208.0,12,3.2,29957
The Lazarus Project,https://www.amazon.com/Lazarus-Project-Aleksandar-Hemon/dp/1594483752/ref=sr_1_1?keywords=The+Lazarus+Project+by+Aleksandar+Hemon&qid=1697026182&sr=8-1,Aleksandar Hemon,Riverhead Books; Reprint edition,"Illustrated, May 5, 2009",304.0,,3.2,48481
The Mystic Masseur,https://www.amazon.com/Mystic-Masseur-V-S-Naipaul/dp/037570714X/ref=sr_1_1?keywords=The+Mystic+Masseur+by+V.+S.+Naipaul&qid=1697053327&sr=8-1,V. S. Naipaul,Vintage; Reprint edition,"January 8, 2002",224.0,,1.4,39963
The Patron Saint Of Liars: A Novel,https://www.amazon.com/Patron-Saint-Liars-Ann-Patchett/dp/0547520204/ref=sr_1_1?keywords=The+Patron+Saint+of+Liars+by+Ann+Patchett&qid=1697010296&sr=8-1,Ann Patchett,Harper Perennial; Reprint edition,"Deckle Edge, July 11, 2023",400.0,,3.5,59710
All The Answers,https://www.amazon.com/All-Answers-Michael-Kupperman/dp/1982130652/ref=sr_1_1?keywords=All+the+Answers+by+Michael+Kupperman&qid=1697030250&sr=8-1,Michael Kupperman,Gallery 13,"December 30, 2045",224.0,,1.2,32639
The Magician'S Assistant,https://www.amazon.com/Magicians-Assistant-Ann-Patchett/dp/0156006219/ref=sr_1_1?keywords=The+Magician%27s+Assistant+by+Ann+Patchett&qid=1696985366&sr=8-1,Ann Patchett,Harcourt Brace; First Edition,"Deckle Edge, September 17, 1998",357.0,,5.0,21691
"Jackaby (Jackaby, 1)",https://www.amazon.com/Jackaby-William-Ritter/dp/1616205466/ref=sr_1_1?keywords=Jackaby+by+William+Ritter&qid=1697001780&sr=8-1,William Ritter,Algonquin Young Readers; Reprint edition,"August 25, 2015",320.0,12,4.1,61763
Emotional Intelligence 2.0,https://www.amazon.com/Emotional-Intelligence-2-0-Travis-Bradberry/dp/0974320625/ref=sr_1_1?crid=YWM8C7MFGE7Z&keywords=Emotional+Intelligence+2.0_Jean+Greaves&qid=1681848210&s=instant-video&sprefix=emotional+intelligence+2.0_jean+gre%2Cinstant-video%2C584&sr=1-1,"Travis Bradberry, Jean Greaves",TalentSmart; HAR/DOL EN edition,"June 16, 2009",280.0,,3.8,36481
Fatherless America: Confronting Our Most Urgent Social Problem,https://www.amazon.com/Fatherless-America-Confronting-Urgent-Problem/dp/006092683X/ref=sr_1_1?keywords=Fatherless+America+by+David+Blankenhorn&qid=1697044997&sr=8-1,David Blankenhorn,Harper Perennial,"January 5, 1996",336.0,,1.4,6015
The Discarded Image: An Introduction To Medieval And Renaissance Literature (Canto Classics),https://www.amazon.com/Discarded-Image-Introduction-Renaissance-Literature/dp/1107604702/ref=sr_1_1?keywords=The+Discarded+Image+by+C.+S.+Lewis&qid=1697056313&sr=8-1,C. S. Lewis,Cambridge University Press; Reprint edition,"March 30, 2012",242.0,,4.1,86905
Mostly Harmless (Hitchhiker'S Guide To The Galaxy),https://www.amazon.com/Mostly-Harmless-Hitchhikers-Guide-Galaxy/dp/0345418778/ref=sr_1_1?keywords=Mostly+Harmless+by+Douglas+Adams&qid=1697030321&sr=8-1,Douglas Adams,Del Rey; Reprint edition,"October 19, 1993",288.0,,3.2,16392
The Name Of The Star (The Shades Of London),https://www.amazon.com/Name-Star-Shades-London/dp/0142422053/ref=sr_1_1?keywords=The+Name+of+the+Star+by+Maureen+Johnson&qid=1696998372&sr=8-1,Maureen Johnson,Speak; Illustrated edition,"October 2, 2012",400.0,12,3.3,18481
La Increíble Y Triste Historia De La Cándida Eréndira Y De Su Abuela Desalmada / The Incredible And Sad Tale Of Innocent Eréndira And Her Heartless Grandmo (Spanish Edition),https://www.amazon.com/incre%C3%ADble-historia-c%C3%A1ndida-Er%C3%A9ndira-desalmada/dp/0307475786/ref=sr_1_4?keywords=Innocent+Erendira+by+Gabriel+Garc%C3%ADa+M%C3%A1rquez&qid=1697011340&sr=8-4,Gabriel García Márquez,Vintage Espanol; Reprint edition,"August 31, 2010",160.0,,2.0,89147
Calculating God: A Novel,https://www.amazon.com/Calculating-God-Robert-J-Sawyer/dp/0765322897/ref=sr_1_1?keywords=Calculating+God+by+Robert+J.+Sawyer&qid=1697018509&sr=8-1,Robert J. Sawyer,Tor Books; First Edition,"March 3, 2009",336.0,,1.2,71500
Sleeping Giants (The Themis Files),https://www.amazon.com/Sleeping-Giants-Themis-Sylvain-Neuvel/dp/1101886714/ref=sr_1_1?keywords=Sleeping+Giants+by+Sylvain+Neuvel&qid=1697023087&sr=8-1,Sylvain Neuvel,Del Rey; Reprint edition,"January 24, 2017",336.0,,4.8,77045
The Dead And The Gone,https://www.amazon.com/Dead-Gone-Susan-Beth-Pfeffer/dp/0547258550/ref=sr_1_1?keywords=The+Dead+and+the+Gone+by+Susan+Beth+Pfeffer&qid=1697005605&sr=8-1,Susan Beth Pfeffer,Graphia Books; First Edition,"Illustrated, January 18, 2010",336.0,11,1.9,32678
And I Darken,https://www.amazon.com/I-Darken-Kiersten-White/dp/0553522345/ref=sr_1_1?keywords=And+I+Darken+by+Kiersten+White&qid=1697023786&sr=8-1,Kiersten White,Ember; Reprint edition,"May 30, 2017",528.0,12,1.4,12545
League Of Dragons: Book Nine Of Temeraire,https://www.amazon.com/League-Dragons-Book-Nine-Temeraire/dp/0593359623/ref=sr_1_1?keywords=League+of+Dragons+by+Naomi+Novik&qid=1697020617&sr=8-1,Naomi Novik,Del Rey,"November 8, 2022",416.0,,3.2,909
Annie And The Old One (Newbery Honor Book),https://www.amazon.com/Annie-Old-One-Miska-Miles/dp/0316571202/ref=sr_1_1?keywords=Annie+and+the+Old+One+by+Miska+Miles&qid=1697021878&sr=8-1,Miska Miles,"Little, Brown Books for Young Readers; Illustrated edition","Picture Book, May 30, 1985",44.0,4,1.7,8086
