title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
The Art Of Choosing,https://www.amazon.com/Art-Choosing-Sheena-Iyengar/dp/0446504114/ref=sr_1_1?keywords=The+Art+of+Choosing+by+Sheena+Iyengar&qid=1696986885&sr=8-1,Sheena Iyengar,Twelve; Reprint edition,"Illustrated, March 9, 2011",368.0,,3.6,16129
"Concluding Unscientific Postscript To Philosophical Fragments, Volume 1 (Kierkegaard'S Writings, Vol 12.1)",https://www.amazon.com/Concluding-Unscientific-Postscript-Philosophical-Kierkegaards/dp/0691020817/ref=sr_1_1?keywords=Concluding+Unscientific+Postscript+by+S%C3%B8ren+Kierkegaard&qid=1697055306&sr=8-1,"Søren Kierkegaard, Howard V. Hong",Princeton University Press; Revised ed. edition,"April 15, 1992",650.0,,1.6,23758
Sent For You Yesterday,https://www.amazon.com/Sent-Yesterday-John-Edgar-Wideman/dp/0395877296/ref=sr_1_1?keywords=Sent+for+You+Yesterday+by+John+Edgar+Wideman&qid=1697024874&sr=8-1,John Edgar Wideman,Mariner Books; Reprint edition,"April 15, 1998",208.0,,2.9,77304
Kabul Beauty School: An American Woman Goes Behind The Veil,https://www.amazon.com/Kabul-Beauty-School-American-Behind/dp/0812976738/ref=sr_1_1?crid=3CS596TNWBRAN&keywords=Kabul+Beauty+School_Deborah+Rodriguez&qid=1682704355&s=instant-video&sprefix=kabul+beauty+school_deborah+rodr%2Cinstant-video%2C611&sr=1-1,Deborah Rodriguez,Random House Trade Paperbacks; Reprint edition,"December 18, 2007",320.0,,1.8,41413
"Age Of Ambition: Chasing Fortune, Truth, And Faith In The New China",https://www.amazon.com/Age-Ambition-Chasing-Fortune-Truth/dp/0374535272/ref=sr_1_1?keywords=Age+of+Ambition+by+Evan+Osnos&qid=1697063471&sr=8-1,Evan Osnos,"Farrar, Straus and Giroux; Reprint edition","May 5, 2015",416.0,,1.2,66878
"Strangers From A Different Shore: A History Of Asian Americans, Updated And Revised Edition",https://www.amazon.com/Strangers-Different-Shore-History-Americans/dp/0316831301/ref=sr_1_1?keywords=Strangers+from+a+Different+Shore+by+Ronald+Takaki&qid=1697082270&sr=8-1,Ronald Takaki,"Little, Brown and Company; Revised and Updated edition","September 23, 1998",640.0,,2.2,92123
The Almost Moon,https://www.amazon.com/Almost-Moon-Alice-Sebold/dp/0316067369/ref=sr_1_1?keywords=The+Almost+Moon+by+Alice+Sebold&qid=1697063113&sr=8-1,Alice Sebold,Back Bay Books; Reprint edition,"September 8, 2008",291.0,,3.1,44799
The Alphabet Versus The Goddess: The Conflict Between Word And Image (Compass),https://www.amazon.com/Alphabet-Versus-Goddess-Conflict-Between/dp/0140196013/ref=sr_1_1?keywords=The+Alphabet+Versus+the+Goddess+by+Leonard+Shlain&qid=1697017196&sr=8-1,Leonard Shlain,Penguin Books,"September 1, 1999",464.0,,2.9,84068
"Of Poseidon (The Syrena Legacy, 1)",https://www.amazon.com/Poseidon-Syrena-Legacy-Anna-Banks/dp/1250027365/ref=sr_1_1?keywords=Of+Poseidon+by+Anna+Banks&qid=1696978319&sr=8-1,Anna Banks,Square Fish; Reprint edition,"April 30, 2013",384.0,13,3.6,71607
The Thing Around Your Neck,https://www.amazon.com/Thing-Around-Your-Neck/dp/0007306210/ref=sr_1_1?keywords=The+Thing+Around+Your+Neck+by+Chimamanda+Ngozi+Adichie&qid=1697003434&sr=8-1,Chimamanda Ngozi Adichie,Vintage; 1st edition,"June 1, 2010",240.0,,2.6,43885
W Is For Wasted (A Kinsey Millhone Novel),https://www.amazon.com/W-Wasted-Kinsey-Millhone-Novel/dp/0399575243/ref=sr_1_1?keywords=W+Is+for+Wasted+by+Sue+Grafton&qid=1696976194&sr=8-1,Sue Grafton,G.P. Putnam's Sons,"March 1, 2016",576.0,,3.1,32526
Boris Godunov And Other Dramatic Works (Oxford World'S Classics),https://www.amazon.com/Godunov-Dramatic-Oxford-Worlds-Classics/dp/0199554048/ref=sr_1_2?keywords=Boris+Godunov+by+Alexander+Pushkin&qid=1697059184&sr=8-2,"Alexander Pushkin, James E. Falen",Oxford University Press; Reissue edition,"November 2, 2009",256.0,,2.1,3492
"The History Of Tom Jones, A Foundling (Penguin Classics)",https://www.amazon.com/History-Jones-Foundling-Penguin-Classics/dp/0140436227/ref=sr_1_1?keywords=The+History+of+Tom+Jones%2C+a+Foundling+by+Henry+Fielding&qid=1697035811&sr=8-1,"Henry Fielding, Alice Wakely",Penguin Classics; Reprint edition,"September 27, 2005",1024.0,,3.5,92486
Tyrell,https://www.amazon.com/Tyrell-Coe-Booth/dp/0439838800/ref=sr_1_1?keywords=Tyrell+by+Coe+Booth&qid=1696981541&sr=8-1,Coe Booth,PUSH; 33160th edition,"August 1, 2007",310.0,14,2.6,64981
Quiet: The Power Of Introverts In A World That Can'T Stop Talking,https://www.amazon.com/Quiet-Power-Introverts-World-Talking/dp/0307352153/ref=sr_1_1?keywords=Quiet+by+Susan+Cain&qid=1697004025&sr=8-1,Susan Cain,Crown; 0 edition,"January 29, 2013",368.0,,1.2,28023
The Name Of The Star (The Shades Of London),https://www.amazon.com/Name-Star-Shades-London/dp/0142422053/ref=sr_1_1?keywords=The+Name+of+the+Star+by+Maureen+Johnson&qid=1696998372&sr=8-1,Maureen Johnson,Speak; Illustrated edition,"October 2, 2012",400.0,12,3.9,85159
The Sea Captain'S Wife: A Novel,https://www.amazon.com/Sea-Captains-Wife-Novel/dp/0452296951/ref=sr_1_1?keywords=The+Sea+Captain%27s+Wife+by+Beth+Powning&qid=1696975883&sr=8-1,Beth Powning,Plume; Reprint edition,"February 22, 2011",384.0,,2.5,53710
My Life On The Road,https://www.amazon.com/My-Life-on-the-Road/dp/1863958983/ref=sr_1_1?keywords=My+Life+on+the+Road+by+Gloria+Steinem&qid=1697007752&sr=8-1,Gloria Steinem,Oneworld Publications; 1st edition,"September 1, 2016",352.0,,3.9,52807
Bull Rider,https://www.amazon.com/Bull-Rider-Suzanne-Morgan-Williams/dp/1442412526/ref=sr_1_1?keywords=Bull+Rider+by+Suzanne+Morgan+Williams&qid=1696964279&sr=8-1,Suzanne Morgan Williams,Margaret K. McElderry Books; Reprint edition,"May 4, 2010",241.0,12,3.0,30625
The Drover'S Wife,https://www.amazon.com/Drovers-Wife-Henry-Lawson/dp/1502334062/ref=sr_1_1?keywords=The+Drover%27s+Wife+by+Henry+Lawson&qid=1697006914&sr=8-1,Henry Lawson,CreateSpace Independent Publishing Platform,"September 10, 2014",28.0,,4.3,82418
The Last Days Of Magic: A Novel,https://www.amazon.com/Last-Days-Magic-Novel/dp/0143110012/ref=sr_1_1?keywords=The+Last+Days+of+Magic+by+Mark+Tompkins&qid=1697481957&sr=8-1,Mark Tompkins,Penguin Books; Reprint edition,"March 7, 2017",400.0,,1.3,28675
Wish You Well,https://www.amazon.com/Wish-You-Well-David-Baldacci/dp/0446699489/ref=sr_1_1?keywords=Wish+You+Well+by+David+Baldacci&qid=1696989202&sr=8-1,David Baldacci,Grand Central Publishing; Reprint edition,"April 3, 2007",432.0,,1.3,19106
When Work Disappears : The World Of The New Urban Poor,https://www.amazon.com/When-Work-Disappears-World-Urban/dp/0679724176/ref=sr_1_1?keywords=When+Work+Disappears+by+William+Julius+Wilson&qid=1696998271&sr=8-1,William Julius Wilson,Vintage; First Edition,"July 29, 1997",322.0,,4.7,75388
The Greatest Show On Earth: The Evidence For Evolution,https://www.amazon.com/Greatest-Show-Earth-Evidence-Evolution/dp/055277524X/ref=sr_1_1?keywords=The+Greatest+Show+on+Earth+by+Richard+Dawkins&qid=1696962483&sr=8-1,Dawkins  Richard,BLACK SWAN; paperback / softback edition,"November 5, 2009",470.0,,2.0,93244
Laughing At My Nightmare,https://www.amazon.com/Laughing-at-Nightmare-Shane-Burcaw/dp/125008010X/ref=sr_1_1?keywords=Laughing+At+My+Nightmare+by+Shane+Burcaw&qid=1697042058&sr=8-1,Shane Burcaw,Square Fish; Reprint edition,"Illustrated, May 10, 2016",272.0,14,1.7,38693
"The Happiness Project, Tenth Anniversary Edition: Or, Why I Spent A Year Trying To Sing In The Morning, Clean My Closets, Fight Right, Read Aristotle, And Generally Have More Fun",https://www.amazon.com/Happiness-Project-Tenth-Anniversary-Aristotle/dp/006293788X/ref=sr_1_1?keywords=The+Happiness+Project%3A+Or%2C+Why+I+Spent+A+Year+Trying+To+Sing+In+The+Morning%2C+Clean+My+Closets%2C+Fight+Right%2C+Read+Aristotle%2C+And+Generally+Have+More+Fun+by+Gretchen+Rubin&qid=1697004002&sr=8-1,Gretchen Rubin,Harper Paperbacks; Anniversary edition,"October 30, 2018",368.0,,4.0,72852
V Is For Vengeance (A Kinsey Millhone Novel),https://www.amazon.com/V-Vengeance-Kinsey-Millhone-Novel/dp/0425250563/ref=sr_1_1?keywords=V+is+for+Vengeance+by+Sue+Grafton&qid=1696962877&sr=8-1,Sue Grafton,G.P. Putnam's Sons,"March 1, 2016",544.0,,4.7,79003
Armada: A Novel By The Author Of Ready Player One,https://www.amazon.com/Armada-novel-author-Ready-Player/dp/0804137277/ref=sr_1_1?keywords=Armada+by+Ernest+Cline&qid=1697023307&sr=8-1,Ernest Cline,Ballantine Books; Reprint edition,"April 12, 2016",384.0,,1.2,75827
The Thousand Autumns Of Jacob De Zoet: A Novel,https://www.amazon.com/Thousand-Autumns-Jacob-Zoet-Novel/dp/0812976363/ref=sr_1_1?keywords=The+Thousand+Autumns+of+Jacob+de+Zoet+by+David+Mitchell&qid=1696962115&sr=8-1,David Mitchell,Random House Trade Paperbacks; Reprint edition,"March 8, 2011",492.0,,5.0,19537
Someone Like You,https://www.amazon.com/Someone-Like-You-Sarah-Dessen/dp/0142401773/ref=sr_1_1?keywords=Someone+Like+You+by+Sarah+Dessen&qid=1697013127&sr=8-1,Sarah Dessen,,"May 11, 2004",281.0,12,4.7,24649
Vanka,https://www.amazon.com/Vanka-Chekhov/dp/5433502155/ref=sr_1_9?keywords=Vanka+by+Anton+Chekhov&qid=1697060312&sr=8-9,Anton Chekhov,NIGMA,"January 1, 2015",16.0,,3.0,29883
"Surviving The Applewhites: A Newbery Honor Award Winner (Applewhites, 1)",https://www.amazon.com/Surviving-Applewhites-Stephanie-S-Tolan/dp/0064410447/ref=sr_1_1?keywords=Surviving+the+Applewhites+by+Stephanie+S.+Tolan&qid=1697048381&sr=8-1,Stephanie S. Tolan,HarperCollins; Reprint edition,"April 24, 2012",240.0,9,1.0,48395
Charlie Wilson'S War: The Extraordinary Story Of How The Wildest Man In Congress And A Rogue Cia Agent Changed The History,https://www.amazon.com/Charlie-Wilsons-War-Extraordinary-Operation/dp/0871138549/ref=sr_1_1?keywords=Charlie+Wilson%27s+War+by+George+Crile&qid=1697052278&sr=8-1,George Crile,Grove Press; Illustrated edition,"Illustrated, April 22, 2004",560.0,,1.2,95125
Locking Up Our Own: Crime And Punishment In Black America,https://www.amazon.com/Locking-Up-Our-Own-Punishment/dp/0374537445/ref=sr_1_1?keywords=Locking+Up+Our+Own+by+James+Forman+Jr.&qid=1696981755&sr=8-1,James Forman Jr.,"Farrar, Straus and Giroux; Reprint edition","February 6, 2018",320.0,,2.1,71278
Rose Under Fire,https://www.amazon.com/Rose-Under-Fire-Elizabeth-Wein/dp/1423183096/ref=tmm_hrd_swatch_0?_encoding=UTF8&qid=1686798280&sr=1-1,Elizabeth Wein,"Little, Brown Books for Young Readers; Reprint edition","September 2, 2014",384.0,14,4.0,6385
Nation,https://www.amazon.com/Nation-Terry-Pratchett/dp/0061433039/ref=sr_1_1?keywords=Nation+by+Terry+Pratchett&qid=1697038000&sr=8-1,Terry Pratchett,HarperCollins; Reprint edition,"January 1, 2009",367.0,13,4.0,43591
Wild At Heart,https://www.amazon.com/Wild-at-Heart-Patricia-Gaffney-ebook/dp/B0BLRV3GBT/ref=sr_1_1?crid=2ST8G0LOA5MGL&keywords=wild+at+heart+gaffney&qid=1683060776&s=instant-video&sprefix=wild+at+heart_gaffney%2Cinstant-video%2C398&sr=1-1,Patricia Gaffney,NAL Trade; Reprint edition,"April 1, 2002",384.0,,1.8,26105
Annie And The Old One (Newbery Honor Book),https://www.amazon.com/Annie-Old-One-Miska-Miles/dp/0316571202/ref=sr_1_1?keywords=Annie+and+the+Old+One+by+Miska+Miles&qid=1697021878&sr=8-1,Miska Miles,"Little, Brown Books for Young Readers; Illustrated edition","Picture Book, May 30, 1985",44.0,4,3.5,27372
Underground Airlines,https://www.amazon.com/Underground-Airlines-Ben-Winters/dp/0316261254/ref=sr_1_1?keywords=Underground+Airlines+by+Ben+H.+Winters&qid=1697019330&sr=8-1,Ben H. Winters,Mulholland Books; Reprint edition,"July 18, 2017",336.0,,3.4,44542
The Mitten,https://www.amazon.com/Mitten-Jan-Brett/dp/075002867X/ref=sr_1_5?keywords=The+Mitten+by+Jan+Brett&qid=1697030740&sr=8-5,Jan Brett,Hodder Wayland Childrens,"January 1, 1999",32.0,,3.8,55955
From The Mixed-Up Files Of Mrs. Basil E. Frankweiler,https://www.amazon.com/Mixed-Up-Files-Mrs-Basil-Frankweiler/dp/0689711816/ref=sr_1_8?keywords=From+the+Mixed-Up+Files+of+Mrs.+Basil+E.+Frankweiler+by+E.+L.+Konigsburg&qid=1697036494&sr=8-8,E.L. Konigsburg,Atheneum Books for Young Readers; Reprint edition,"April 1, 1998",176.0,8,3.3,69670
The Best Of Me,https://www.amazon.com/Best-Me-Nicholas-Sparks/dp/1538764725/ref=sr_1_1?keywords=The+Best+of+Me+by+Nicholas+Sparks&qid=1696963557&sr=8-1,Nicholas Sparks,Grand Central Publishing; Reissue edition,"December 15, 2020",336.0,,1.5,2386
Sword Of Truth Set 1-3 Hardcovers!,https://www.amazon.com/Sword-Truth-Boxed-Set-Books/dp/0812575601/ref=sr_1_4?keywords=The+Sword+of+Truth+by+Terry+Goodkind&qid=1697022672&sr=8-4,Terry Goodkind,,"January 1, 2012",0.0,,3.7,13210
The Temple Of My Familiar,https://www.amazon.com/Temple-My-Familiar-Alice-Walker/dp/0547480008/ref=sr_1_1?keywords=The+Temple+of+My+Familiar+by+Alice+Walker&qid=1697017315&sr=8-1,Alice Walker,Amistad; Illustrated edition,"Illustrated, September 3, 2010",432.0,,2.8,67955
The Wonders Of The Invisible World (Vintage Contemporaries),https://www.amazon.com/Wonders-Invisible-World-Vintage-Contemporaries/dp/0679756442/ref=sr_1_1?keywords=The+Wonders+of+the+Invisible+World+by+David+Gates&qid=1697002117&sr=8-1,David Gates,"Vintage; 1st Vintage Contemporaries Ed, Apr 2000 edition","April 4, 2000",272.0,,4.8,11930
Fatelessness,https://www.amazon.com/Fatelessness-Vintage-International-Imre-Kertesz-ebook/dp/B000XUBE70/ref=sr_1_1?crid=3D4R56W9ZI58E&keywords=Fatelessness_Kert%C3%A9sz&qid=1682050220&s=instant-video&sprefix=fatelessness_kert%C3%A9sz%2Cinstant-video%2C350&sr=1-1,Imre Kertész,Vintage; Reprint edition,"December 7, 2004",272.0,,2.8,9585
Secret Daughter: A Novel,https://www.amazon.com/Secret-Daughter-Shilpi-Somaya-Gowda/dp/0061928356/ref=sr_1_1?keywords=Secret+Daughter+by+Shilpi+Somaya+Gowda&qid=1697027392&sr=8-1,Shilpi Somaya Gowda,William Morrow Paperbacks; Reprint edition,"April 5, 2011",368.0,,3.0,56693
Spooks Secret,https://www.amazon.com/Night-Soul-Stealer-Last-Apprentice/dp/B000VKCIW2/ref=sr_1_1?crid=3BKYYUZZ872QM&keywords=the+last+apprentice+delaney&qid=1682992127&s=instant-video&sprefix=the+last+apprentice_delaney%2Cinstant-video%2C497&sr=1-1,Joseph Delaney,Red Fox,"January 1, 2014",,,3.4,41785
Townie: A Memoir,https://www.amazon.com/Townie-Memoir-Andre-Dubus-III/dp/0393340678/ref=sr_1_1?keywords=Townie+by+Andre+Dubus+III&qid=1697055219&sr=8-1,Andre Dubus Iii,W. W. Norton & Company; Reprint edition,"February 6, 2012",400.0,,2.3,18585
Lysistrata,https://www.amazon.com/Lysistrata-Aristophanes/dp/1502425718/ref=sr_1_9?keywords=Lysistrata+by+Aristophanes&qid=1697002927&sr=8-9,Aristophanes,CreateSpace Independent Publishing Platform,"September 19, 2014",74.0,,3.4,15819
Admission,https://www.amazon.com/Admission-Jean-Hanff-Korelitz/dp/145552980X/ref=sr_1_1?keywords=Admission+by+Jean+Hanff+Korelitz&qid=1696996844&sr=8-1,Jean Hanff Korelitz,Grand Central Publishing; Reprint edition,"April 8, 2010",464.0,,4.1,19330
I Am My Own Wife: A Play,https://www.amazon.com/Am-My-Own-Wife-Play/dp/0571211747/ref=sr_1_1?keywords=I+Am+My+Own+Wife+by+Doug+Wright&qid=1697009037&sr=8-1,Doug Wright,"Farrar, Straus and Giroux; First Edition","February 9, 2004",112.0,,4.9,354
Deep Down Dark,https://www.amazon.com/Deep-Down-Dark-Stories-Chilean/dp/0374280606/ref=sr_1_1?keywords=Deep+Down+Dark+by+H%C3%A9ctor+Tobar&qid=1697016563&sr=8-1,Héctor Tobar,Picador; Reprint edition,"September 1, 2015",334.0,,2.4,28494
"Lovely, Dark And Deep",https://www.amazon.com/Lovely-Dark-Deep-Amy-McNamara/dp/1442434376/ref=sr_1_1?keywords=Lovely%2C+Dark%2C+and+Deep+by+Amy+McNamara&qid=1696963490&sr=8-1,Amy Mcnamara,Simon & Schuster Books for Young Readers; Reprint edition,"December 3, 2013",352.0,14,3.9,175
Clockwork Angel,https://www.amazon.com/Clockwork-Angel-Infernal-Devices-Cassandra/dp/1406330345/ref=sr_1_2?crid=FTPU4U9DZVEY&keywords=Clockwork+Angel&qid=1675992452&s=books&sprefix=clockwork+angel%2Cstripbooks-intl-ship%2C290&sr=1-2,Clare Cassandra,Walker & Company,"January 1, 2011",400.0,,3.8,48145
The Year We Disappeared: A Father - Daughter Memoir,https://www.amazon.com/Year-We-Disappeared-Father-Daughter/dp/1599904543/ref=sr_1_1?crid=3F9KJ1QF4AKPR&keywords=the+year+we+disappeared+busby&qid=1682216142&sprefix=the+year+we+disappeared_busby%2Caps%2C541&sr=8-1,Cylin Busby,Bloomsbury USA Childrens; Reprint edition,"April 1, 2010",368.0,14,2.4,24834
On Gold Mountain,https://www.amazon.com/Gold-Mountain-Lisa-See/dp/0307950395/ref=sr_1_1?keywords=On+Gold+Mountain+by+Lisa+See&qid=1697055484&sr=8-1,Lisa See,Vintage,"Illustrated, February 7, 2012",402.0,,4.3,58434
"Eldest (Inheritance Cycle, Book 2) (The Inheritance Cycle)",https://www.amazon.com/Eldest-Inheritance-Cycle-Book/dp/0375840400/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1678857828&sr=1-1,Christopher Paolini,Knopf Books for Young Readers; Reprint edition,"March 13, 2007",720.0,9,4.9,18596
A World In Disarray: American Foreign Policy And The Crisis Of The Old Order,https://www.amazon.com/World-Disarray-American-Foreign-Policy/dp/0399562389/ref=sr_1_1?keywords=A+World+in+Disarray+by+Richard+Haass&qid=1696984748&sr=8-1,Richard Haass,Penguin Books; Reprint edition,"January 2, 2018",368.0,,2.5,36091
Asian American Dreams,https://www.amazon.com/Asian-American-Dreams-Emergence-People/dp/0374527369/ref=sr_1_1?keywords=Asian+American+Dreams+by+Helen+Zia&qid=1697056769&sr=8-1,Helen Zia,FSG Adult; First Edition,"Illustrated, May 15, 2001",368.0,,2.8,24469
"The Old South: ""A Summer Tragedy"" And Other Stories Of The Thirties",https://www.amazon.com/Old-South-Tragedy-Stories-Thirties/dp/0396067883/ref=sr_1_1?crid=1EYXVC725N3WQ&keywords=A+Summer+Tragedy+Arna+Bontemps&qid=1666693191&sprefix=a+summer+tragedy+arna+bontemp%2Caps%2C448&sr=8-1,Arna Wendell Bontemps,"Dodd, Mead; First Edition","January 1, 1973",238.0,,1.5,79832
The Misfits,https://www.amazon.com/Misfits-James-Howe/dp/0689839561/ref=sr_1_1?keywords=The+Misfits+by+James+Howe&qid=1697039787&sr=8-1,James Howe,Atheneum Books for Young Readers; Reprint edition,"May 1, 2003",304.0,10,4.9,90583
"The Princess Diaries Volume Iii: Princess In Love (Princess Diaries, 3)",https://www.amazon.com/Princess-Love-Diaries-Vol/dp/0064472809/ref=sr_1_1?keywords=Princess+in+Love+by+Meg+Cabot&qid=1697473021&sr=8-1,Meg Cabot,HarperCollins; Standard Edition,"October 27, 2020",288.0,8,4.2,6528
"Last Shot: Mystery At The Final Four (The Sports Beat, 1)",https://www.amazon.com/Last-Shot-Mystery-Final-Sports/dp/0553494600/ref=sr_1_1?keywords=Last+Shot+by+John+Feinstein&qid=1696998770&sr=8-1,John Feinstein,Yearling; Later Printing; First Edition,"June 27, 2006",272.0,12,4.2,2177
I Am Princess X,https://www.amazon.com/I-Am-Princess-Cherie-Priest/dp/1338032356/ref=sr_1_1?crid=OAHI66W2DCT1&keywords=I+Am+Princess+X+by+Cherie+Priest&qid=1673498365&sprefix=i+am+princess+x+by+cherie+priest%2Caps%2C606&sr=8-1,Cherie Priest,Scholastic Inc.; Reprint edition,"April 26, 2016",227.0,10,2.5,66785
One Good Dog: A Novel,https://www.amazon.com/One-Good-Dog-Susan-Wilson/dp/1250245834/ref=sr_1_1?keywords=One+Good+Dog+by+Susan+Wilson&qid=1697045040&sr=8-1,Susan Wilson,St. Martin's Griffin,"April 16, 2019",336.0,,1.4,2079
Pour Your Heart Into It: How Starbucks Built A Company One Cup At A Time,https://www.amazon.com/Pour-Your-Heart-Into-Starbucks/dp/0786883561/ref=sr_1_1?keywords=Pour+Your+Heart+Into+It+by+Howard+Schultz&qid=1696998134&sr=8-1,Howard Schultz,Hachette Books,"January 13, 1999",368.0,13,1.3,99153
Brain Jack,https://www.amazon.com/Brain-Jack-Brian-Falkner/dp/0375843671/ref=sr_1_1?keywords=Brain+Jack+by+Brian+Falkner&qid=1697013770&sr=8-1,Brian Falkner,Ember; Reprint edition,"August 9, 2011",349.0,12,3.0,4791
The Caretaker,https://www.amazon.com/Caretaker-Harold-Pinter/dp/0571160794/ref=sr_1_2?keywords=The+Caretaker+by+Harold+Pinter&qid=1697054043&sr=8-2,Harold Pinter,Gardners Books; New edition,"February 28, 1991",80.0,,1.7,13066
Crackback,https://www.amazon.com/Crackback-John-Coy/dp/0439697344/ref=sr_1_1?crid=3CXZ9STGS3B9H&keywords=Crackback_Coy&qid=1682640201&s=audible&sprefix=crackback_coy%2Caudible%2C308&sr=1-1,John Coy,Scholastic Paperbacks; Reprint edition,"September 1, 2007",224.0,,3.3,57475
Gateway To Freedom: The Hidden History Of The Underground Railroad,https://www.amazon.com/Gateway-Freedom-History-Underground-Railroad/dp/0393352196/ref=sr_1_1?keywords=Gateway+to+Freedom+by+Eric+Foner&qid=1697473241&sr=8-1,Eric Foner,W. W. Norton & Company; Reprint edition,"January 18, 2016",352.0,,3.8,58380
The Looming Tower: Al-Qaeda And The Road To 9/11,https://www.amazon.com/Looming-Tower-Al-Qaeda-Road-11/dp/1400030846/ref=sr_1_1?keywords=The+Looming+Tower+by+Lawrence+Wright&qid=1697053564&sr=8-1,Lawrence Wright,Knopf Doubleday Publishing Group; Reprint edition,"August 21, 2007",540.0,,1.6,54909
Freedom Walkers: The Story Of The Montgomery Bus Boycott Grades 6-8,https://www.amazon.com/Freedom-Walkers-Montgomery-Boycott-Grades/dp/0823421953/ref=sr_1_1?keywords=Freedom+Walkers+by+Russell+Freedman&qid=1697033432&sr=8-1,Russell Freedman,Holiday House; 1st edition,"January 15, 2009",112.0,10,3.1,66820
On Trails: An Exploration,https://www.amazon.com/Trails-Exploration-Robert-Moor/dp/1476739234/ref=sr_1_1?keywords=On+Trails+by+Robert+Moor&qid=1697023972&sr=8-1,Robert Moor,Simon & Schuster; Reprint edition,"July 4, 2017",352.0,,2.3,73234
The Association Of Small Bombs: A Novel,https://www.amazon.com/Association-Small-Bombs-Novel/dp/0143109278/ref=sr_1_1?keywords=The+Association+of+Small+Bombs+by+Karan+Mahajan&qid=1697041679&sr=8-1,Karan Mahajan,Penguin Books; Reprint edition,"October 18, 2016",288.0,,1.3,48533
Look Again,https://www.amazon.com/Look-Again-Novel-Lisa-Scottoline/dp/1250906490/ref=sr_1_1?keywords=Look+Again+by+Lisa+Scottoline&qid=1696972947&sr=8-1,Lisa Scottoline,St. Martin's Griffin; First Edition,"February 9, 2010",385.0,,2.9,21135
The Iron Trial (Magisterium 1): Book One Of Magisterium Volume 1 (Magisterium),https://www.amazon.com/Iron-Trial-Magisterium-1/dp/0545522269/ref=sr_1_1?keywords=The+Iron+Trial&qid=1677406559&s=books&sr=1-1,Holly Black,Scholastic Press; Reissue edition,"July 28, 2015",304.0,9,3.2,84023
Our Savage Neighbors: How Indian War Transformed Early America,https://www.amazon.com/Our-Savage-Neighbors-Transformed-America/dp/0393334902/ref=sr_1_1?keywords=Our+Savage+Neighbors+by+Peter+Silver&qid=1697009761&sr=8-1,Peter Silver,W. W. Norton & Company; Reprint edition,"August 3, 2009",434.0,,4.2,42744
Summary & Study Guide The Rememberer By Aimee Bender,https://www.amazon.com/Summary-Study-Guide-Rememberer-Bender-ebook/dp/B00W3VOKI2/ref=sr_1_1?crid=1ZPGYN241UG6Z&keywords=The+Rememberer+Aimee+Bender&qid=1666648319&qu=eyJxc2MiOiIxLjMwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=the+rememberer+aimee+bender%2Caps%2C505&sr=8-1,Bookrags,,"April 13, 2015",,,2.9,43428
Forever / Linger / Shiver,https://www.amazon.com/Forever-Linger-Shiver-Maggie-Stiefvater/dp/0545682797/ref=sr_1_1?keywords=Linger+by+Maggie+Stiefvater&qid=1696980886&sr=8-1,Maggie Stiefvater,Scholastic Inc.; Reprint edition,"April 29, 2014",384.0,14,3.4,87012
Gargoyle,https://www.amazon.com/Gargoyle-Andrew-Davidson/dp/3833306688/ref=sr_1_3?keywords=The+Gargoyle+by+Andrew+Davidson&qid=1697022363&sr=8-3,Andrew Davidson,Berliner Taschenbuch Verl,"August 21, 2010",,,3.3,86049
Lucky Boy,https://www.amazon.com/Lucky-Boy-Shanthi-Sekaran/dp/1101982268/ref=sr_1_1?keywords=lucky+boy+by+shanti+sekaran&qid=1697012797&sr=8-1,Shanthi Sekaran,G.P. Putnam's Sons; Reprint edition,"September 5, 2017",496.0,,4.7,13842
The Social Conquest Of Earth,https://www.amazon.com/Social-Conquest-Earth-Edward-Wilson/dp/0871403633/ref=sr_1_1?keywords=The+Social+Conquest+of+Earth+by+Edward+O.+Wilson&qid=1697033808&sr=8-1,Edward O. Wilson,Liveright; Reprint edition,"April 15, 2013",352.0,,2.7,72882
On Canaans Side (Chinese Edition),https://www.amazon.com/Canaans-Side-Chinese-Sebastian-Barry/dp/7544750493/ref=sr_1_3?crid=3I62OJ7432O0X&keywords=On+Canaan%27s+Side_Barry&qid=1681843765&s=instant-video&sprefix=on+canaan%27s+side_barry%2Cinstant-video%2C468&sr=1-3,Sebastian Barry,Yilin Press; First Edition,"December 1, 2014",290.0,,3.6,27189
The Lion In Winter: A Play,https://www.amazon.com/Lion-Winter-Play-James-Goldman/dp/0812973356/ref=sr_1_1?keywords=The+Lion+in+Winter+by+James+Goldman&qid=1696989763&sr=8-1,James Goldman,Random House Trade Paperbacks,"December 14, 2004",103.0,,4.7,1036
"A Great Deliverance (Inspector Lynley Mysteries, No. 1)",https://www.amazon.com/Great-Deliverance-Inspector-Lynley-Mysteries/dp/0553384791/ref=sr_1_1?keywords=A+Great+Deliverance+by+Elizabeth+George&qid=1696974891&sr=8-1,Elizabeth George,Bantam; Reprint edition,"May 1, 2007",432.0,,1.5,28768
